form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00744946,500194731,,,PTY,Michigan Demcratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2024-04-25,137500.00,0.00,Transfer,008,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194732,,,PTY,Nevada State Democratic Party,,,,,,2310 Paseo Del Prado,Ste A120,Las Vegas,NV,891020045,,,2024-04-25,205500.00,0.00,Transfer,008,C00208991,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194733,,,PTY,North Carolina Democratic Party - Federal,,,,,,PO Box 1926,,Raleigh,NC,276021926,,,2024-04-25,71500.00,0.00,Transfer,008,C00165688,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194734,,,PTY,Pennsylvania Democratic Party,,,,,,229 State St,,Harrisburg,PA,171011110,,,2024-04-25,141500.00,0.00,Transfer,008,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194737,,,PTY,Alaska Democratic Party,,,,,,PO Box 240207,,Anchorage,AK,995240207,,,2024-04-26,570000.00,0.00,Transfer,008,C00191247,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194738,,,PTY,California Democratic Party,,,,,,1830 9Th St,,Sacramento,CA,958117012,,,2024-04-26,750000.00,0.00,Transfer,008,C00105668,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194739,,,PTY,Connecticut Democratic State Central Committee,,,,,,750 Main St,Ste 1108-3,Hartford,CT,061032702,,,2024-04-26,560000.00,0.00,Transfer,008,C00167320,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194740,,,PTY,DC Democratic State Committee,,,,,,PO Box 50622,,Washington,DC,200910622,,,2024-04-26,550000.00,0.00,Transfer,008,C00295964,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194743,,,PTY,Democratic State Central Committee Of LA,,,,,,PO Box 4385,,Baton Rouge,LA,708214385,,,2024-04-26,560000.00,0.00,Transfer,008,C00071365,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194741,,,PTY,Indiana Democratic Congressional Victory Committee,,,,,,101 W Washington St,Ste 1110E,Indianapolis,IN,462043411,,,2024-04-26,550000.00,0.00,Transfer,008,C00108613,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194742,,,PTY,Kentucky State Democratic Central Executive Committee,,,,,,PO Box 694,,Frankfort,KY,406020694,,,2024-04-26,510000.00,0.00,Transfer,008,C00011197,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194744,,,PTY,Maine Democratic Party,,,,,,PO Box 5258,,Augusta,ME,043325258,,,2024-04-26,550000.00,0.00,Transfer,008,C00179408,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194745,,,PTY,Mississippi Democratic Party,,,,,,PO Box 1583,,Jackson,MS,392151583,,,2024-04-26,580000.00,0.00,Transfer,008,C00149641,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194746,,,PTY,New Jersey Democratic State Committee,,,,,,142 W State St,,Trenton,NJ,086081110,,,2024-04-26,575000.00,0.00,Transfer,008,C00104471,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194747,,,PTY,New York State Democratic Committee,,,,,,64 Beaver St,# 210,New York,NY,100042508,,,2024-04-26,575000.00,0.00,Transfer,008,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194748,,,PTY,North Dakota Democratic-Nonpartisan League Party,,,,,,PO Box 9946,,Fargo,ND,581069946,,,2024-04-26,520000.00,0.00,Transfer,008,C00013748,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194749,,,PTY,Oklahoma Democratic Party,,,,,,3815 N Santa Fe Ave,Ste 122,Oklahoma City,OK,731188524,,,2024-04-26,575000.00,0.00,Transfer,008,C00190934,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194736,,,PTY,State Democratic Executive Committee Of Alabama,,,,,,PO Box 950,,Montgomery,AL,361010950,,,2024-04-26,575000.00,0.00,Transfer,008,C00005173,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194716,,,CCM,Biden For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,,,2024-04-30,12000000.00,0.00,Transfer,008,C00703975,,,BIDEN,JOSEPH,R,,Jr,P,,,,,,,,,,
SB22,C00744946,500194719,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-04-30,8750000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194720,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-04-30,1750000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500194721,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-04-30,2500000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202750,,,PTY,Iowa Democratic Party,,,,,,5661 Fleur Dr,,Des Moines,IA,503212841,,,2024-05-09,1200000.00,0.00,Transfer,008,C00035600,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202731,,,PTY,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-05-10,160000.00,0.00,Transfer,008,C00166710,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202783,,,PTY,Democratic Party Of Wisconsin Federal,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,,,2024-05-10,221000.00,0.00,Transfer,008,C00019331,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202745,,,PTY,Georgia Federal Elections Committee,,,,,,PO Box 89202,,Atlanta,GA,303120202,,,2024-05-10,73000.00,0.00,Transfer,008,C00041269,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202755,,,PTY,Michigan Demcratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,,,2024-05-10,232000.00,0.00,Transfer,008,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202756,,,PTY,Minnesota Democratic-Farmer-Labor Party,,,,,,255 Plato Blvd E,,Saint Paul,MN,551071623,,,2024-05-10,341000.00,0.00,Transfer,008,C00025254,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202763,,,PTY,Nevada State Democratic Party,,,,,,2310 Paseo Del Prado,Ste A120,Las Vegas,NV,891020045,,,2024-05-10,139000.00,0.00,Transfer,008,C00208991,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202768,,,PTY,North Carolina Democratic Party - Federal,,,,,,PO Box 1926,,Raleigh,NC,276021926,,,2024-05-10,158000.00,0.00,Transfer,008,C00165688,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202771,,,PTY,Pennsylvania Democratic Party,,,,,,229 State St,,Harrisburg,PA,171011110,,,2024-05-10,170000.00,0.00,Transfer,008,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202732,,,PTY,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-05-24,57000.00,0.00,Transfer,008,C00166710,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202743,,,PTY,Democratic Executive Committee Of Florida,,,,,,201 S Monroe St,Ste 301,Tallahassee,FL,323011848,,,2024-05-24,92000.00,0.00,Transfer,008,C00005561,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202766,,,PTY,Democratic Party Of New Mexico - Federal,,,,,,PO Box 27615,,Albuquerque,NM,871257615,,,2024-05-24,690000.00,0.00,Transfer,008,C00161810,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202779,,,PTY,Democratic Party Of Virginia,,,,,,919 E Main St,Ste 2050,Richmond,VA,232190025,,,2024-05-24,65000.00,0.00,Transfer,008,C00155952,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202746,,,PTY,Georgia Federal Elections Committee,,,,,,PO Box 89202,,Atlanta,GA,303120202,,,2024-05-24,112000.00,0.00,Transfer,008,C00041269,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202754,,,PTY,Massachusetts Democratic State Committee - Fed Fund,,,,,,11 Beacon St,Ste 410,Boston,MA,021083055,,,2024-05-24,700000.00,0.00,Transfer,008,C00089243,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202757,,,PTY,Minnesota Democratic-Farmer-Labor Party,,,,,,255 Plato Blvd E,,Saint Paul,MN,551071623,,,2024-05-24,87000.00,0.00,Transfer,008,C00025254,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202760,,,PTY,Missouri Democratic State Committee (Federal),,,,,,4218 Roanoke Rd,Ste 304,Kansas City,MO,641114996,,,2024-05-24,370000.00,0.00,Transfer,008,C00135558,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202761,,,PTY,Montana Democratic Party,,,,,,PO Box 802,,Helena,MT,596240802,,,2024-05-24,690000.00,0.00,Transfer,008,C00010033,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202764,,,PTY,New Hampshire Democratic Party,,,,,,105 N State St,,Concord,NH,033014334,,,2024-05-24,189000.00,0.00,Transfer,008,C00178038,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202772,,,PTY,Pennsylvania Democratic Party,,,,,,229 State St,,Harrisburg,PA,171011110,,,2024-05-24,287000.00,0.00,Transfer,008,C00167130,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202774,,,PTY,South Dakota Democratic Party - Federal,,,,,,PO Box 1485,,Sioux Falls,SD,571011485,,,2024-05-24,700000.00,0.00,Transfer,008,C00160937,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202775,,,PTY,Tennessee Democratic Party,,,,,,4900 Centennial Blvd,Ste 300,Nashville,TN,372091105,,,2024-05-24,700000.00,0.00,Transfer,008,C00167346,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202776,,,PTY,Texas Democratic Party,,,,,,314 E Highland Mall Blvd,Ste 508,Austin,TX,787523732,,,2024-05-24,650000.00,0.00,Transfer,008,C00099267,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202777,,,PTY,Utah State Democratic Committee,,,,,,825 N 300 W,Ste C400,Salt Lake City,UT,841031459,,,2024-05-24,750000.00,0.00,Transfer,008,C00105973,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202778,,,PTY,Vermont Democratic Party,,,,,,PO Box 1220,,Montpelier,VT,056011220,,,2024-05-24,350000.00,0.00,Transfer,008,C00024679,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202782,,,PTY,W VA State Democratic Ex Com,,,,,,PO Box 11926,,Charleston,WV,253391926,,,2024-05-24,350000.00,0.00,Transfer,008,C00162578,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202781,,,PTY,Washington State Democratic Central Committee,,,,,,PO Box 4027,,Seattle,WA,981940027,,,2024-05-24,350000.00,0.00,Transfer,008,C00114439,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202784,,,PTY,WY Democratic State Central Committee,,,,,,PO Box 1972,,Cheyenne,WY,820031972,,,2024-05-24,350000.00,0.00,Transfer,008,C00001917,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202736,,,CCM,Biden For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,,,2024-05-31,17500000.00,0.00,Transfer,008,C00703975,,,BIDEN,JOSEPH,R,,Jr,P,,,,,,,,,,
SB22,C00744946,500202790,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-05-31,8500000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202740,,,PTY,California Democratic Party,,,,,,1830 9Th St,,Sacramento,CA,958117012,,,2024-06-25,750000.00,0.00,Transfer,008,C00105668,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202744,,,PTY,Democratic Executive Committee Of Florida,,,,,,201 S Monroe St,Ste 301,Tallahassee,FL,323011848,,,2024-06-25,248000.00,0.00,Transfer,008,C00005561,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202747,,,PTY,Democratic Party Of Hawai'i,,,,,,627 South St,Ste 105,Honolulu,HI,968135050,,,2024-06-25,950000.00,0.00,Transfer,008,C00212787,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202749,,,PTY,Democratic Party Of Illinois,,,,,,PO Box 641466,,Chicago,IL,606641421,,,2024-06-25,625000.00,0.00,Transfer,008,C00167015,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202780,,,PTY,Democratic Party Of Virginia,,,,,,919 E Main St,Ste 2050,Richmond,VA,232190025,,,2024-06-25,268000.00,0.00,Transfer,008,C00155952,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202753,,,PTY,Democratic State Central Committee Of Maryland,,,,,,275 West St,Ste 70,Annapolis,MD,214013464,,,2024-06-25,650000.00,0.00,Transfer,008,C00141812,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202742,,,PTY,Democratic State Committee (Delaware),,,,,,PO Box 2065,,Wilmington,DE,198992065,,,2024-06-25,625000.00,0.00,Transfer,008,C00211763,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202741,,,PTY,Federal: Colorado Democratic Party,,,,,,789 N Sherman St,Ste 110,Denver,CO,802033530,,,2024-06-25,725000.00,0.00,Transfer,008,C00161786,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202748,,,PTY,Idaho State Democratic Party,,,,,,PO Box 445,,Boise,ID,837010445,,,2024-06-25,950000.00,0.00,Transfer,008,C00010439,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202751,,,PTY,Kansas Democratic Party,,,,,,PO Box 1914,,Topeka,KS,666011914,,,2024-06-25,625000.00,0.00,Transfer,008,C00019380,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202759,,,PTY,Mississippi Democratic Party,,,,,,PO Box 1583,,Jackson,MS,392151583,,,2024-06-25,521000.00,0.00,Transfer,008,C00149641,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202765,,,PTY,New Jersey Democratic State Committee,,,,,,142 W State St,,Trenton,NJ,086081110,,,2024-06-25,475000.00,0.00,Transfer,008,C00104471,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202767,,,PTY,New York State Democratic Committee,,,,,,64 Beaver St,# 210,New York,NY,100042508,,,2024-06-25,500000.00,0.00,Transfer,008,C00143230,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202769,,,PTY,Ohio Democratic Party - Federal,,,,,,697 E Broad St,Ste 101,Columbus,OH,432153948,,,2024-06-25,575000.00,0.00,Transfer,008,C00016899,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202773,,,PTY,Rhode Island Democratic State Committee,,,,,,PO Box 6004,,Providence,RI,029406004,,,2024-06-25,650000.00,0.00,Transfer,008,C00136200,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202733,,,PTY,Arizona Democratic Party,,,,,,PO Box 36123,,Phoenix,AZ,850676123,,,2024-06-26,329000.00,0.00,Transfer,008,C00166710,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202734,,,PTY,Democratic Party Of Arkansas,,,,,,1300 W Capitol Ave,,Little Rock,AR,722012916,,,2024-06-26,1000000.00,0.00,Transfer,008,C00024372,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202758,,,PTY,Minnesota Democratic-Farmer-Labor Party,,,,,,255 Plato Blvd E,,Saint Paul,MN,551071623,,,2024-06-26,243000.00,0.00,Transfer,008,C00025254,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202770,,,PTY,Democratic Party Of Oregon,,,,,,1120 SW Morrison Street,Suite 910,Portland,OR,97205,,,2024-06-27,950000.00,0.00,Transfer,008,C00188367,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202752,,,PTY,Kansas Democratic Party,,,,,,PO Box 1914,,Topeka,KS,666011914,,,2024-06-27,21000.00,0.00,Transfer,008,C00019380,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202738,,,CCM,Biden For President,,,,,,PO Box 58174,,Philadelphia,PA,191028174,,,2024-06-28,35000000.00,0.00,Transfer,008,C00703975,,,BIDEN,JOSEPH,R,,Jr,P,,,,,,,,,,
SB22,C00744946,500202791,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-06-28,6000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202792,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-06-28,1000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202793,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-06-28,1000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202794,,,PTY,DNC Services Corp./Dem. Nat'l Committee,,,,,,430 S Capitol St SE,,Washington,DC,200034024,,,2024-06-28,3000000.00,0.00,Transfer,008,C00010603,,,,,,,,,,,,,,,,,,
SB22,C00744946,500202762,,,PTY,Nebraska Democratic Party,,,,,,3701 O St,Ste 200,Lincoln,NE,685101607,,,2024-06-28,35000.00,0.00,Transfer,008,C00003988,,,,,,,,,,,,,,,,,,
