form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00867937,SB21B.1031848,,,ORG,"25-8 PRODUCTION, INC.",,,,,,1150A CORNELL ST,,SCRANTON,PA,18504,,,2024-10-25,400.00,,EVENT EXPENSE: PHOTOGRAPHY SERVICES
SB21B,C00867937,SB21B.1027225,,,ORG,ABACUS INSURANCE BROKERS,,,,,,300 S. GRAND AVE,SUITE 400,LOS ANGELES,CA,90071,,,2024-10-18,10416.56,,INSURANCE
SB21B,C00867937,SB21B.1033081,,,ORG,ABACUS INSURANCE BROKERS,,,,,,2512 WILSHIRE BLVD,,SANTA MONICA,CA,90403,,,2024-10-24,6195.45,,INSURANCE
SB21B,C00867937,SB21B.1031627,,,ORG,ABSOLUTE RESOURCE DEVELOPMENT,,,,,,1611 SOUTH UTICA AVE,#530,TULSA,OK,74104,,,2024-10-29,4568.90,,FUNDRAISING CONSULTING
SB21B,C00867937,SB21B.1038800,,,ORG,ABSOLUTE RESOURCE DEVELOPMENT,,,,,,1611 SOUTH UTICA AVE,#530,TULSA,OK,74104,,,2024-11-21,5130.00,,FUNDRAISING CONSULTING
SB21B,C00867937,SB21B.1029964,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-17,919.82,,COLLATERAL: EVENT SIGNS
SB21B,C00867937,SB21B.1030737,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-18,3176.87,,COLLATERAL: EVENT SIGNS
SB21B,C00867937,SB21B.1031637,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-22,8541.34,,COLLATERAL: EVENT SIGNS & EVENT STAGING EXPENSE
SB21B,C00867937,SB21B.1031611,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-23,59184.01,,COLLATERAL: MERCHANDISE & EVENT SIGNS
SB21B,C00867937,SB21B.1032685,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-24,67213.13,,"COLLATERAL: EVENT SIGNS, MERCHANDISE, & EVENT STAGING EXPENSE"
SB21B,C00867937,SB21B.1032970,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-25,14532.11,,COLLATERAL: EVENT SIGNS
SB21B,C00867937,SB21B.1033319,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-28,29426.91,,COLLATERAL: MERCHANDISE & EVENT SIGNS
SB21B,C00867937,SB21B.1033900,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-29,150.17,,COLLATERAL: EVENT SIGNS
SB21B,C00867937,SB21B.1033900.1,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-29,24566.64,,COLLATERAL: EVENT SIGNS
SB21B,C00867937,SB21B.1034205,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-10-30,43339.52,,COLLATERAL: EVENT SIGNS
SB21B,C00867937,SB21B.1034443,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-11-01,15432.31,,COLLATERAL: EVENT SIGNS
SB21B,C00867937,SB21B.1034952,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-11-01,40893.22,,COLLATERAL: EVENT SIGNS
SB21B,C00867937,SB21B.1035329,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-11-04,97763.42,,"COLLATERAL: APPAREL, EVENT SIGNS & FREIGHT"
SB21B,C00867937,SB21B.1036014,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-11-05,31105.83,,"COLLATERAL: EVENT SIGNS, EVENT STAGING EXPENSE & SHIPPING"
SB21B,C00867937,SB21B.1036029,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-11-07,5777.77,,COLLATERAL: MERCHANDISE
SB21B,C00867937,SB21B.1037167,,,ORG,"ACE SPECIALTIES, LLC",,,,,,PO BOX 80427,,LAFAYETTE,LA,70598,,,2024-11-13,5992.09,,EVENT STAGING EXPENSE
SB21B,C00867937,SB21B.1039343,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,"600 BROADHOLLOW ROAD, SUITE 200",,MELVILLE,NY,11747,,,2024-11-22,2770.72,,INSURANCE
SB21B,C00867937,SB21B.1039343.1,,,ORG,ACUMEN SOLUTIONS GROUP LLC,,,,,,"600 BROADHOLLOW ROAD, SUITE 200",,MELVILLE,NY,11747,,,2024-11-22,14778.09,,INSURANCE
SB21B,C00867937,SB21B.1037280,,,ORG,"ADVANCING STRATEGIES, LLC",,,,,,PO BOX 96,,MIDLOTHIAN,VA,23113,,,2024-11-13,150000.00,,FUNDRAISING CONSULTING
SB21B,C00867937,SB21B.1030784,,,ORG,AGL PROPERTIES LLC,,,,,,9330 N 91ST AVE,,PEORIA,AZ,85345,,,2024-10-18,4000.00,,EVENT EXPENSE: FACILITY RENTAL
SB21B,C00867937,SB21B.1029940,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-10-17,5600.00,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1032949,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-10-25,100530.00,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1033305,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-10-28,25275.00,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1034081,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-10-30,99450.00,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1032708,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-10-24,2900.00,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1032708.1,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-10-24,56605.00,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1033288,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-10-28,36225.00,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1034099,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-10-30,23820.00,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1035040,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-11-01,120772.50,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1035964,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-11-05,58395.00,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1037145,,,ORG,"AMERICAN COACH & LIMOUSINE, INC",,,,,,409 JOYCE KILMER AVENUE,#202,NEW BRUNSWICK,NJ,08901,,,2024-11-13,4530.00,,TRAVEL: GROUND TRANSPORTATION
SB21B,C00867937,SB21B.1029304,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-10-17,770786.21,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED
SB21B,C00867937,SB21B.1029304.1,SB21B.1029304,SB21B,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-09-30,15.00,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.3,SB21B.1029304,SB21B,ORG,COUNTY OF RIVERSIDE TRANSPORTATION DEPARTMENT,,,,,,4080 LEMON STREET,,RIVERSIDE,CA,92501,,,2024-10-04,259.59,,EVENT PERMIT FEES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.4,SB21B.1029304,SB21B,ORG,COUNTY OF RIVERSIDE TRANSPORTATION DEPARTMENT,,,,,,4080 LEMON STREET,,RIVERSIDE,CA,92501,,,2024-10-04,11385.56,,EVENT PERMIT FEES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.5,SB21B.1029304,SB21B,ORG,COUNTY OF RIVERSIDE TRANSPORTATION DEPARTMENT,,,,,,4080 LEMON STREET,,RIVERSIDE,CA,92501,,,2024-10-09,2316.00,,EVENT PERMIT FEES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.6,SB21B.1029304,SB21B,ORG,CROWN COMPLEX,,,,,,1960 COLISEUM DRIVE,,FAYETTEVILLE,NC,28306,,,2024-10-03,28230.75,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.7,SB21B.1029304,SB21B,ORG,CROWN COMPLEX,,,,,,1960 COLISEUM DRIVE,,FAYETTEVILLE,NC,28306,,,2024-10-06,11718.46,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.8,SB21B.1029304,SB21B,ORG,DISCOVERY WORLD,,,,,,500 N HARBOR DR,,MILWAUKEE,WI,53202,,,2024-10-12,1424.28,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.9,SB21B.1029304,SB21B,ORG,EASTERN MARKET PARTNERSHIP,,,,,,2934 RUSSELL ST,,DETROIT,MI,48207,,,2024-10-07,15400.00,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.10,SB21B.1029304,SB21B,ORG,FORD COMMUNITY & PERFORMING ARTS CENTER,,,,,,15801 MICHIGAN AVE,,DEARBORN,MI,48126,,,2024-10-10,4837.49,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.11,SB21B.1029304,SB21B,ORG,FOUR POINTS BY SHERATON,,,,,,7750 WISCONSIN AVE,,BETHESDA,MD,20814,,,2024-10-03,11513.10,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.12,SB21B.1029304,SB21B,ORG,FOUR POINTS BY SHERATON,,,,,,7750 WISCONSIN AVE,,BETHESDA,MD,20814,,,2024-10-10,-2398.56,,CREDIT: TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.13,SB21B.1029304,SB21B,ORG,FOUR POINTS BY SHERATON,,,,,,7750 WISCONSIN AVE,,BETHESDA,MD,20814,,,2024-10-10,42081.65,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.14,SB21B.1029304,SB21B,ORG,GAYLORD ROCKIES RESORT & CONVENTION CENTER,,,,,,6700 N GAYLORD ROCKIES BLVD,,AURORA,CO,80019,,,2024-10-11,84696.00,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.15,SB21B.1029304,SB21B,ORG,GAYLORD ROCKIES RESORT & CONVENTION CENTER,,,,,,6700 N GAYLORD ROCKIES BLVD,,AURORA,CO,80019,,,2024-10-11,158816.86,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.16,SB21B.1029304,SB21B,ORG,GEORGIA STATE UNIVERSITY,,,,,,455 CAPITOL AVE SE,,ATLANTA,GA,30312,,,2024-10-10,36913.53,,EVENT EXPENSE: CATERING SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.17,SB21B.1029304,SB21B,ORG,HENSLEY EVENT RESOURCES,,,,,,180 W HILL PLACE,,BRISBANE,CA,94005,,,2024-10-08,891.68,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.18,SB21B.1029304,SB21B,ORG,HENSLEY EVENT RESOURCES,,,,,,180 W HILL PLACE,,BRISBANE,CA,94005,,,2024-10-08,23911.41,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.19,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-04,1890.43,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.20,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-07,4398.63,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.21,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-07,4398.63,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.22,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-07,4398.63,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.23,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-07,4398.63,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.24,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-07,4398.63,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.25,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-07,24401.89,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.26,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-08,-5.03,,CREDIT: TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.27,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-10,1078.02,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.28,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-11,10785.60,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.29,SB21B.1029304,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-10-12,6419.53,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.30,SB21B.1029304,SB21B,ORG,HOLIDAY INN,,,,,,3 RAVINIA DR,STE 100,ATLANTA,GA,30346,,,2024-10-04,895.08,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.31,SB21B.1029304,SB21B,ORG,HOLIDAY INN,,,,,,3 RAVINIA DR,STE 100,ATLANTA,GA,30346,,,2024-10-08,157.94,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.32,SB21B.1029304,SB21B,ORG,HOLIDAY INN,,,,,,3 RAVINIA DR,STE 100,ATLANTA,GA,30346,,,2024-10-09,5370.48,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.33,SB21B.1029304,SB21B,ORG,HOLIDAY INN,,,,,,3 RAVINIA DR,STE 100,ATLANTA,GA,30346,,,2024-10-10,447.54,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.34,SB21B.1029304,SB21B,ORG,HOLIDAY INN,,,,,,3 RAVINIA DR,STE 100,ATLANTA,GA,30346,,,2024-10-12,814.70,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1029304.35,SB21B.1029304,SB21B,ORG,HOLIDAY INN,,,,,,3 RAVINIA DR,STE 100,ATLANTA,GA,30346,,,2024-10-12,315.88,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
