form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00077321,51104923,,,PAC,Funding Developing Leadership PAC - FDL PAC,,,,,,"701 8th St., NW",Suite 500,Washington,DC,20001,,,2024-12-02,5000.00,0.00,,011,C00489906,,,,,,,,,,,,,,,,,,
SB23,C00077321,51104929,,,PAC,Freshman Protection PAC,,,,,,65 Pine Avenue #348,,Long Beach,CA,90802,,,2024-12-02,1000.00,0.00,,011,C00823773,,,,,,,,,,,,,,,,,,
SB23,C00077321,51104932,,,PAC,Turquoise PAC,,,,,,"611 Pennsylvania Ave., SE #143",,Washington,DC,20003,,,2024-12-02,5000.00,0.00,,011,C00517235,,,,,,,,,,,,,,,,,,
SB23,C00077321,51104935,,,PAC,Victory In November Election PAC (VINE PAC),,,,,,"700 13th St., NW",Suite 600,Washington,DC,20005,,,2024-12-02,2500.00,0.00,,011,C00378695,,,,,,,,,,,,,,,,,,
SB23,C00077321,51104954,,,PAC,Defend & Uphold Our Nation Now,,,,,,420 Office Park Drive,,Mountain Brook,AL,35223,,,2024-12-02,5000.00,0.00,,011,C00680405,,,,,,,,,,,,,,,,,,
SB23,C00077321,51104973,,,PAC,Science Truth & Expertise Matter STEM PAC,,,,,,"415 New Jersey Ave., SE #1",,Washington,DC,20003,,,2024-12-02,5000.00,0.00,,011,C00514521,,,,,,,,,,,,,,,,,,
SB23,C00077321,51104993,,,PAC,Winning for America PAC,,,,,,101 W ARGONNE DR #24,,St Louis,MO,63122,,,2024-12-02,5000.00,0.00,,011,C00826362,,,,,,,,,,,,,,,,,,
SB23,C00077321,51104994,,,PAC,Concerned Americans for Freedom and Opportunity,,,,,,"439 New Jersey Ave., SE",,Washington,DC,20003,,,2024-12-02,5000.00,0.00,,011,C00481176,,,,,,,,,,,,,,,,,,
SB23,C00077321,51104995,,,PAC,Badlands PAC,,,,,,PO BOX 26141,,Alexandria,VA,22313,,,2024-12-02,5000.00,0.00,,011,C00543207,,,,,,,,,,,,,,,,,,
SB23,C00077321,51104996,,,PAC,NOOGA PAC,,,,,,PO Box 11091,,Chattanooga,TN,37401,,,2024-12-02,5000.00,0.00,,011,C00686402,,,,,,,,,,,,,,,,,,
SB23,C00077321,51105405,,,PAC,No Nonsense PAC,,,,,,2817 N Jefferson St,,Arlington,VA,22207,,,2024-12-02,5000.00,0.00,,011,C00760397,,,,,,,,,,,,,,,,,,
