SB21B,C00867937,SB21B.1027467.3,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,790.42,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.4,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,1860.73,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.5,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,1879.77,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.6,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,183.37,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.7,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,662.89,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.8,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,298.08,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.9,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,298.08,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.10,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,680.85,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.11,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,588.57,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.12,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,49.10,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.13,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,15.95,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.14,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-01,8.05,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.15,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,333.29,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.16,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,333.29,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.17,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,507.14,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.18,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,608.44,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.19,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,608.44,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.20,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,609.01,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.21,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,947.67,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.22,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,1259.40,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.23,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,1177.36,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.24,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,876.24,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.25,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,588.57,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.26,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,1338.22,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.27,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,600.55,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.28,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,609.34,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.29,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,477.29,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.30,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,12.31,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.31,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,12.31,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.32,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,12.31,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.33,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,10.45,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.34,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,10.45,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.35,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,15.95,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.36,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,15.95,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.37,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,10.45,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.38,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,30.50,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.39,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,21.93,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.40,SB21B.1027467,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-02,21.93,,TRAVEL: TOLLS,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.41,SB21B.1027467,SB21B,ORG,EXPEDIA,,,,,,333 108TH AVE NE,,BELLEVUE,WA,98004,,,2024-10-03,574.04,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.42,SB21B.1027467,SB21B,ORG,FEDEX,,,,,,942 SOUTH SHADY GROVE ROAD,,MEMPHIS,TN,38120,,,2024-10-01,62.60,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.43,SB21B.1027467,SB21B,ORG,FEDEX,,,,,,942 SOUTH SHADY GROVE ROAD,,MEMPHIS,TN,38120,,,2024-10-02,151.32,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.44,SB21B.1027467,SB21B,ORG,HYATT,,,,,,333 W KILBOURN AVE,,MILWAUKEE,WI,53203,,,2024-10-02,2447.40,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.45,SB21B.1027467,SB21B,ORG,JMB GLAMSQUAD LLC,,,,,,"169 MADISON AVENUE, #2087",,MANHATTAN,NY,10016,,,2024-10-01,217.50,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.46,SB21B.1027467,SB21B,ORG,SAGINAW VALLEY STATE UNIVERSITY,,,,,,7400 BAY RD,,UNIVERSITY CENTER,MI,48710,,,2024-10-01,3750.00,,EVENT EXPENSE: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.47,SB21B.1027467,SB21B,ORG,SHERATON,,,,,,55 WEST BAY DR,,ERIE,PA,16507,,,2024-10-02,11587.02,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.48,SB21B.1027467,SB21B,ORG,SPRINGHILL SUITES,,,,,,10400 FERNWOOD RD,,BETHESDA,MD,20817,,,2024-10-03,231.99,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.49,SB21B.1027467,SB21B,ORG,THE EVENT COMPANY,,,,,,1510 WEST LOOP S,,HOUSTON,TX,77027,,,2024-10-02,35525.19,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.50,SB21B.1027467,SB21B,ORG,THE POST OAK HOTEL,,,,,,1600 W LOOP S,,HOUSTON,TX,77027,,,2024-10-01,69061.11,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.51,SB21B.1027467,SB21B,ORG,THE UNION LEAGUE OF PHILADELPHIA,,,,,,140 S BROAD ST,,PHILADELPHIA,PA,19102,,,2024-10-01,-9137.90,,CREDIT: FACILITY RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.52,SB21B.1027467,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-02,376.53,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.53,SB21B.1027467,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-02,627.55,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.54,SB21B.1027467,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-02,627.55,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.55,SB21B.1027467,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-02,627.55,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.56,SB21B.1027467,SB21B,ORG,TOWNEPLACE SUITES,,,,,,912 CRUMP ST,,MIDLAND,TX,79701,,,2024-10-03,124.26,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.57,SB21B.1027467,SB21B,ORG,TRUMP INTERNATIONAL HOTEL,,,,,,2000 N FASHION SHOW DR,,LAS VEGAS,NV,89109,,,2024-10-01,31066.70,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.58,SB21B.1027467,SB21B,ORG,UPS,,,,,,55 GLENLAKE PARKWAY NE,,ATLANTA,GA,30328,,,2024-10-03,26.75,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1027467.59,SB21B.1027467,SB21B,ORG,WALLYS WINE AND SPIRITS,,,,,,10459 JEFFERSON BLVD,,CULVER CITY,CA,90232,,,2024-10-02,19535.48,,EVENT EXPENSE: CATERING,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY ST,,NEW YORK,NY,10285,,,2024-10-16,73892.81,,CREDIT CARD PAYMENT: SEE ITEMIZATIONS IF REQUIRED
SB21B,C00867937,SB21B.1028792.1,SB21B.1028792,SB21B,ORG,ABACUS INSURANCE,,,,,,2512 WILSHIRE BLVD,,SANTA MONICA,CA,90403,,,2024-10-04,5731.64,,INSURANCE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.2,SB21B.1028792,SB21B,ORG,AMAZON,,,,,,440 TERRY AVE. NORTH,,SEATTLE,WA,98109,,,2024-10-05,29.59,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.3,SB21B.1028792,SB21B,ORG,AMAZON,,,,,,440 TERRY AVE. NORTH,,SEATTLE,WA,98109,,,2024-10-07,15.73,,EVENT STAGING EXPENSE,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.5,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,388.28,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.6,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,388.28,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.7,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,388.28,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.8,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,1137.44,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.9,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,778.75,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.10,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,909.50,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.11,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,721.80,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.12,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,754.11,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.13,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,205.65,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.14,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,205.65,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.15,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,331.48,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.16,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,201.69,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.17,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-03,920.40,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.18,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,743.73,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.19,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,867.03,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.20,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,666.56,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.21,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,631.65,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.22,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,153.83,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.23,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,461.48,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.24,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,43.92,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.25,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,535.65,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.26,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,433.37,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.27,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,597.06,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.28,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,597.06,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.29,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,598.72,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.30,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-04,701.35,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.31,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-05,707.56,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.32,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-05,99.90,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.33,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-05,246.26,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.34,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-05,831.18,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.35,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-05,718.23,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.36,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,822.60,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.37,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,884.90,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.38,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,1152.33,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.39,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,1833.08,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.40,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,1112.56,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.41,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,1225.39,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.42,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,1229.07,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00867937,SB21B.1028792.43,SB21B.1028792,SB21B,ORG,ENTERPRISE RENT A CAR,,,,,,600 CORPORATE PARK DRIVE,,ST LOUIS,MO,63105,,,2024-10-06,1307.46,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
