form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00752048,500131964,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-17,-59551.31,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131965,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-18,-36010.31,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131966,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-19,-45012.97,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131967,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-20,-48113.90,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131968,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-21,-36247.70,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131969,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-22,-34019.13,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131970,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-23,-35190.62,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131971,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-24,-54232.83,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131972,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-25,-35260.93,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131973,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-26,-89381.75,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131974,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-27,-53937.86,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131975,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-28,-100491.45,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131976,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-29,-92890.68,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131977,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-30,-134002.92,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131978,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-10-31,-124295.01,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
SB21B,C00752048,500131979,,,ORG,Bunker Studios LLC,,,,,,1601 Catalina Way,,Petaluma,CA,949543021,,,2024-11-01,-189909.05,0.00,"Draw Down Against Advance Payment for Digital Ads, See Sched. E",004,,,,,,,,,,,,,,,,,,,
