form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00511600,500649990,,,PAC,ASPIRE PAC,,,,,,219 Pennsylvania Ave SE,Fl 3,Washington,DC,200031107,,,2023-11-27,2500.00,0.00,2023 Contribution,,C00506907,ASPIRE PAC,,,,,,,,,,,,,,,,,
SB23,C00511600,500407901,,,PAC,BSA | The Software Alliance PAC,,,,,,20 F St NW,Ste 800,Washington,DC,200016708,,,2023-08-10,5000.00,0.00,2023 Contribution,,C00416685,BSA | The Software Alliance PAC,,,,,,,,,,,,,,,,,
SB23,C00511600,500650001,,,PAC,Catalyst PAC,,,,,,PO Box 723234,,Atlanta,GA,311390234,,,2023-08-15,5000.00,0.00,2023 Contribution,,C00691584,Catalyst PAC,,,,,,,,,,,,,,,,,
SB23,C00511600,500407902,,,PAC,CHC BOLD PAC,,,,,,PO Box 75357,,Washington,DC,200130357,,,2023-08-10,2500.00,0.00,2023 Contribution,,C00365536,CHC BOLD PAC,,,,,,,,,,,,,,,,,
SB23,C00511600,500649989,,,PAC,Congressional Black Caucus PAC,,,,,,PO Box 75357,,Washington,DC,200130357,,,2023-11-27,2500.00,0.00,2023 Contribution,,C00147512,Congressional Black Caucus PAC,,,,,,,,,,,,,,,,,
SB23,C00511600,500649988,,,PAC,Future Forum PAC,,,,,,PO Box 83142,,Gaithersburg,MD,208833142,,,2023-12-12,5000.00,0.00,2023 Contribution,,C00625988,Future Forum PAC,,,,,,,,,,,,,,,,,
SB23,C00511600,500649992,,,PAC,Hispanic Leadership Trust,,,,,,1005 Congress Ave,Ste 400,Austin,TX,787012469,,,2023-10-04,5000.00,0.00,2023 Contribution,,C00809970,Hispanic Leadership Trust,,,,,,,,,,,,,,,,,
SB23,C00511600,500650000,,,PAC,Information Technology Industry Council PAC  (ITI PAC),,,,,,1101 K St NW,Ste 610,Washington,DC,200057031,,,2023-08-23,5000.00,0.00,2023 Contribution,,C00419036,Information Technology Industry Council PAC  (ITI PAC),,,,,,,,,,,,,,,,,
SB23,C00511600,500649995,,,PAC,MAVERICK PAC USA,,,,,,138 Conant St,,Beverly,MA,019151665,,,2023-08-23,5000.00,0.00,2023 Contribution,,C00427435,MAVERICK PAC USA,,,,,,,,,,,,,,,,,
SB23,C00511600,500649993,,,PAC,Moderate Democrats PAC,,,,,,300 Massachusetts Ave NE,,Washington,DC,200025702,,,2023-10-04,5000.00,0.00,2023 Contribution,,C00436022,Moderate Democrats PAC,,,,,,,,,,,,,,,,,
SB23,C00511600,500407900,,,PAC,National Association of Manufacturers PAC (NAM-PAC),,,,,,733 10th St NW,Ste 700,Washington,DC,200014888,,,2023-07-05,5000.00,0.00,2023 Contribution,,C00541169,National Association of Manufacturers PAC (NAM-PAC),,,,,,,,,,,,,,,,,
SB23,C00511600,500649994,,,PAC,Republican Governance Group/Tuesday Group PAC,,,,,,610 S Boulevard,,Tampa,FL,336062647,,,2023-08-23,5000.00,0.00,2023 Contribution,,C00433060,Republican Governance Group/Tuesday Group PAC,,,,,,,,,,,,,,,,,
SB23,C00511600,500649987,,,PAC,Republican Mainstreet Partnership PAC,,,,,,411 1st St SE,,Washington,DC,200031827,,,2023-12-29,5000.00,0.00,2023 Contribution,,C00165159,Republican Mainstreet Partnership PAC,,,,,,,,,,,,,,,,,
SB23,C00511600,500649991,,,PAC,Technology Network Federal PAC,,,,,,700 13th St NW,Ste 600,Washington,DC,200055998,,,2023-10-19,5000.00,0.00,2023 Contribution,,C00328369,Technology Network Federal PAC,,,,,,,,,,,,,,,,,
SB23,C00511600,500649999,,,PAC,Value in Electing Women PAC,,,,,,1201 Pennsylvania Ave NW,Ste 800,Washington,DC,200042401,,,2023-08-23,5000.00,0.00,2023 Contribution,,C00327189,Value in Electing Women PAC,,,,,,,,,,,,,,,,,
