form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00805283,SB29.9213,,,ORG,"3D Strategic Research, Inc,",,,,,,6363 11th Road N,,Arlington,VA,22205,,,2023-01-31,16500.00,,Voter contact,003,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6849,,,ORG,"Battleground Strategies, Inc.",,,,,,1275 Niagra Rd.,,Oconomowac,WI,53066,,,2023-01-24,300000.00,,Radio advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6848,,,ORG,"Battleground Strategies, Inc.",,,,,,1275 Niagra Rd.,,Oconomowac,WI,53066,,,2023-02-02,512308.00,,TV advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6847,,,ORG,"Battleground Strategies, Inc.",,,,,,1275 Niagra Rd.,,Oconomowac,WI,53066,,,2023-02-08,498979.00,,TV advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6845,,,ORG,"Battleground Strategies, Inc.",,,,,,1275 Niagra Rd.,,Oconomowac,WI,53066,,,2023-02-14,1063330.00,,TV advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6844,,,ORG,"Battleground Strategies, Inc.",,,,,,1275 Niagra Rd.,,Oconomowac,WI,53066,,,2023-02-27,975000.00,,TV advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6843,,,ORG,"Battleground Strategies, Inc.",,,,,,1275 Niagra Rd.,,Oconomowac,WI,53066,,,2023-03-06,552924.00,,TV advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6842,,,ORG,"Battleground Strategies, Inc.",,,,,,1275 Niagra Rd.,,Oconomowac,WI,53066,,,2023-03-09,459120.00,,Radio advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6841,,,ORG,"Battleground Strategies, Inc.",,,,,,1275 Niagra Rd.,,Oconomowac,WI,53066,,,2023-03-24,588000.00,,TV advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6840,,,ORG,"Battleground Strategies, Inc.",,,,,,1275 Niagra Rd.,,Oconomowac,WI,53066,,,2023-03-28,100000.00,,TV advertising in a non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6852,,,ORG,Cygnal,,,,,,900 17 St NW Suite 950,,Washinton,DC,20006,,,2023-02-17,23400.00,,Survey research,005,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6850,,,ORG,Cygnal,,,,,,900 17 St NW Suite 950,,Washinton,DC,20006,,,2023-03-21,43200.00,,Survey research,005,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.6854,,,ORG,"Harris Media, LLC",,,,,,6500 Manor Rd,,Austin,TX,78723,,,2023-03-06,250000.00,,Advertising in non-federal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.9230,,,ORG,Hunter Nation,,,,,,6700 Squibb Road Suite 103,,Mission,KS,66202,,,2023-03-27,100000.00,,Voter contact,003,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.9226,,,ORG,NMB Research LLC,,,,,,PO Box 1692,,Alexandria,VA,22313,,,2023-03-22,36250.00,,Media research for nonfederal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.9228,,,ORG,"OnMessage, Inc.",,,,,,705 Melvin Avenue,#105,Annapolis,MD,24101,,,2023-03-23,20000.00,,Facebook advertising in nonfederal election,004,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.9222,,,ORG,"RDB Group, Inc.",,,,,,2210 Evans Circle,,Earlysville,VA,22936,,,2023-03-03,20000.00,,Polling research,005,,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.9239,,,COM,RESTORATION PAC,,,,,,1901 BUTTERFIELD ROAD,STE. 120,DOWNERS GROVE,IL,60515,,,2023-03-23,100000.00,,Contribution for advertising in nonfederal election,011,C00571588,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.9245,,,COM,RESTORATION PAC,,,,,,1901 BUTTERFIELD ROAD,STE. 120,DOWNERS GROVE,IL,60515,,,2023-04-18,205750.00,,Contribution for advertising in nonfederal election,011,C00571588,,,,,,,,,,,,,,,,,,
SB29,C00805283,SB29.9232,,,ORG,"RumbleUp, LLC",,,,,,2001 K St. NW,,Washington,DC,20006,,,2023-03-31,225000.00,,Peer-to-peer messaging in nonfederal election,003,,,,,,,,,,,,,,,,,,,
