form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00426445,120FE1FA1D5A7D10279,,,PAC,Beyond Thoughts And Prayers PAC,,,,,,PO Box 600698,,Newtonville,MA,02460,O2024,Contribution,2024-07-23,1000.00,,2024 Contribution,011,C00786392,Beyond Thoughts And Prayers PAC,,,,,,,,,,,,,,,,,
SB23,C00426445,EE6CB0CA87C1EB0972D,,,PAC,Concerned Americans For Freedom & Opportunity PAC (CAFO PAC),,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,O2024,Contribution,2024-07-23,2000.00,,2024 Contribution,011,C00481176,Concerned Americans For Freedom & Opportunity PAC (CAFO PAC),,,,,,,,,,,,,,,,,
SB23,C00426445,CCF4416375E05D3F3FD,,,PAC,Defend & Uphold Our Nation Now,,,,,,24 OFFICE PARK DRIVE,,MOUNTAIN BROOK,AL,35223,O2024,Contribution,2024-07-23,5000.00,,2024 Contribution,011,C00680405,Defend & Uphold Our Nation Now,,,,,,,,,,,,,,,,,
SB23,C00426445,3DC8C6F733A0909D9F3,,,PAC,Evergreen PAC,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,20003,O2024,Contribution,2024-07-23,2000.00,,2024 Contribution,011,C00576090,Evergreen PAC,,,,,,,,,,,,,,,,,
SB23,C00426445,2E0549A77B8BF63ED8B,,,PAC,Fair Shot PAC,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,20003,O2024,Contribution,2024-07-23,2000.00,,2024 Contribution,011,C00574970,Fair Shot PAC,,,,,,,,,,,,,,,,,
SB23,C00426445,BA9B40F02156E60A2AB,,,PAC,Fightin' Ninth Political Action Committee,,,,,,PO Box 71596,,Richmond,VA,232551596,O2024,Contribution,2024-07-23,1000.00,,2024 Contribution,011,C00520841,Fightin' Ninth Political Action Committee,,,,,,,,,,,,,,,,,
SB23,C00426445,4A01FD707B683660A6D,,,PAC,Giving US Security Political Action Committee,,,,,,PO Box 2485,,Springfield,VA,22152,O2024,Contribution,2024-07-23,2000.00,,2024 Contribution,011,C00531517,Giving US Security Political Action Committee,,,,,,,,,,,,,,,,,
SB23,C00426445,927B0DF3AB303BA8FCA,,,PAC,Individuals Dedicated To Ethics And Science PAC,,,,,,PO Box 6911,,Denver,CO,80206,O2024,Contribution,2024-07-23,2000.00,,2024 Contribution,011,C00380675,Individuals Dedicated To Ethics And Science PAC,,,,,,,,,,,,,,,,,
SB23,C00426445,CE40B864B793022A09B,,,PAC,Mission First People Always PAC,,,,,,PO Box 585,,Saint Clair Shores,MI,48080,O2024,Contribution,2024-07-23,2000.00,,2024 Contribution,011,C00774588,Mission First People Always PAC,,,,,,,,,,,,,,,,,
SB23,C00426445,9A8D0F56AD787FBDEF6,,,PAC,Serve America PAC,,,,,,PO Box 2013,,Salem,MA,01970,O2024,Contribution,2024-07-23,5000.00,,2024 Contribution,011,C00571174,Serve America PAC,,,,,,,,,,,,,,,,,
SB23,C00426445,8751750878F1DA60C40,,,PAC,Spike PAC,,,,,,PO Box 9536,C/O NORTH SIDE VENTURES,Lowell,MA,01853,O2024,Contribution,2024-07-23,5000.00,,2024 Contribution,011,C00787317,Spike PAC,,,,,,,,,,,,,,,,,
SB23,C00426445,7BDBB6F11D6D149F286,,,PAC,Summitt PAC,,,,,,PO Box 22116,,Eagan,MN,55122,O2024,Contribution,2024-07-23,2000.00,,2024 Contribution,011,C00762369,Summitt PAC,,,,,,,,,,,,,,,,,
SB23,C00426445,43C1B52124119A0D2C6,,,PAC,Together Everyone Realizes Real ImPACt Aka Terri PAC,,,,,,499 S Capitol St SW,Ste 420,Washington,DC,20003,O2024,Contribution,2024-07-23,2000.00,,2024 Contribution,011,C00525030,Together Everyone Realizes Real ImPACt Aka Terri PAC,,,,,,,,,,,,,,,,,
SB23,C00426445,7483493053C465482FE,,,PAC,Vote To Elect Republicans Now PAC,,,,,,22780 Indian Creek Dr,Ste 100,Dulles,VA,20166,O2024,Contribution,2024-07-23,2000.00,,2024 Contribution,011,C00431403,Vote To Elect Republicans Now PAC,,,,,,,,,,,,,,,,,
SB23,C00426445,89DDDCE4B44CC8D8DAD,,,PAC,Your Ohio Republican Team,,,,,,PO Box 30844,,Bethesda,MD,20824,O2024,Contribution,2024-07-23,1000.00,,2024 Contribution,011,C00706176,Your Ohio Republican Team,,,,,,,,,,,,,,,,,
