form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00012310,B9374F7024EBA48EAA53,,,CAN,,Schneider,Brad,,Rep.,,U.S. House of Representatives,Room 300 CHOB- Cannon House Office,Washington,DC,205151310,O2024,Other,2024-04-04,1000.00,,ESCA dinner on 4/16/2024,,,,H2IL10068,Schneider,Brad,,Rep.,,H,IL,10,,,,,,,,,
SB23,C00012310,BFBCF70C642374C329B8,,,CAN,,Wyden,Ron,,Sen.,,U.S. Senate,Room 221 DSOB- Dirksen Senate Offi,Washington,DC,205103703,O2024,Other,2024-04-04,2000.00,,ESCA reception with Ron Wyden on 4/16/24,,,,S6OR00110,Wyden,Ron,,Sen.,,S,OR,,,,,,,,,,
SB23,C00012310,B825AC271ECF84A039FA,,,CAN,,Graves,Garret,,Rep.,,U.S. House of Representatives,Room 2402 RHOB- Rayburn House Offi,Washington,DC,205151806,O2024,Other,2024-04-04,1000.00,,Annual Crawfish Boil on 4/17/24,,,,H4LA06153,Graves,Garret,,Rep.,,H,LA,06,,,,,,,,,
SB23,C00012310,B3C805787882F4BA6984,,,CAN,,Fitzpatrick,Brian,,Rep.,,U.S. House of Representatives,Room 271 CHOB- Cannon House Office,Washington,DC,205153801,O2024,Other,2024-04-04,1000.00,,ESCA lunch on 4/17/24,,,,H6PA08277,Fitzpatrick,Brian,,Rep.,,H,PA,01,,,,,,,,,
SB23,C00012310,BA2BEC0475B9540B68A6,,,CCM,Ron Estes for Congress,,,,,,PO Box 782952,,Wichita,KS,672782952,O2024,Other,2024-04-04,2000.00,,ESCA coffee reception on 4/17/24,,,,,Estes,Ron,,,,H,KS,04,,,,,,,,,
SB23,C00012310,B06F9553D4FE74607BDF,,,CAN,,Wicker,Roger,,Sen.,,U.S. Senate,Room 425 RSOB- Russell Senate Offi,Washington,DC,205102404,O2024,Other,2024-04-24,2500.00,,Lunch on 5/1/2024,,,,S8MS00196,Wicker,Roger,,Sen.,,S,MS,,,,,,,,,,
SB23,C00012310,BD1387A2D4E5946C6824,,,CAN,,Thune,John,,Sen.,,U.S. Senate,Room 511 DSOB- Dirksen Senate Offi,Washington,DC,205104105,O2024,Other,2024-04-30,2500.00,,"Spring BBQ Dinner on May 7, 2024",,,,S2SD00068,Thune,John,,Sen.,,S,SD,,,,,,,,,,
SB23,C00012310,BB6E5F33D65FA4FCB98B,,,CAN,,Graves,Sam,,Rep.,,U.S. House of Representatives,Room 1135 LHOB- Longworth House Of,Washington,DC,205152506,O2024,Other,2024-04-30,1000.00,,"Luncheon on May 7, 2024",,,,H0MO06073,Graves,Sam,,Rep.,,H,MO,06,,,,,,,,,
SB23,C00012310,BE4C491A9AB054B5883B,,,CCM,Sharice for Congress,,,,,,13851 West 63rd Street,Suite 303,Shawnee,KS,662163800,O2024,Other,2024-05-02,2500.00,,5/30/2024 reception,,,,H8KS03155,Davids,Sharice,,Rep.,,H,KS,03,,,,,,,,,
SB23,C00012310,BD11CB9052716492DB84,,,CCM,Sharice for Congress,,,,,,13851 West 63rd Street,Suite 303,Shawnee,KS,662163800,O2024,Other,2024-05-02,2500.00,,5/9/2024 Birthday Celebration,,,,H8KS03155,Davids,Sharice,,Rep.,,H,KS,03,,,,,,,,,
SB23,C00012310,B823F09890D4F4B789DA,,,CAN,,Casey,Bob,,Sen.,,U.S. Senate,Room 393 RSOB- Russell Senate Offi,Washington,DC,205103805,O2024,Other,2024-05-14,2500.00,,"Lunch on May 22, 2024",,,,S6PA00217,Casey,Bob,,Sen.,,S,PA,,,,,,,,,,
SB23,C00012310,B127BBBCA3C664BF79F6,,,PAC,MORAN VICTORY COMMITTEE,,,,,,PO BOX 541,,Belleville,KS,669350541,O2024,Other,2024-06-04,5000.00,,"August 16-18, 2024 Broadmoor Event",,C00616268,MORAN VICTORY COMMITTEE,,,,,,,,,,,,,,,,,,
SB23,C00012310,BBB48F3E9889546F4B48,,,CAN,,Crapo,Mike,,Sen.,,U.S. Senate,Room 239 DSOB- Dirksen Senate Offi,Washington,DC,205101205,O2024,Other,2024-06-06,2500.00,,"Lunch Event on June 5, 2024",,,,S8ID00027,Crapo,Mike,,Sen.,,S,ID,,,,,,,,,,
SB23,C00012310,B1614345ED0E544FEB17,,,CAN,,Wagner,Ann,,Rep.,,U.S. House of Representatives,Room 2350 RHOB- Rayburn House Offi,Washington,DC,205152502,O2024,Other,2024-06-10,2500.00,,"May 6, 2024 Dinner",,,,H2MO02102,Wagner,Ann,,Rep.,,H,MO,02,,,,,,,,,
SB23,C00012310,BE831129CD1B94F43848,,,CAN,,Guthrie,Brett,,Rep.,,U.S. House of Representatives,Room 2434 RHOB- Rayburn House Offi,Washington,DC,205151702,O2024,Other,2024-06-24,1500.00,,"July 24, 2024 Lunch Event",,,,H8KY02031,Guthrie,Brett,,Rep.,,H,KY,02,,,,,,,,,
