form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00391490,SB23.6828,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H4GA11061,LOUDERMILK,BARRY,,,,H,GA,11,,,,,,,,
SB23,C00391490,SB23.6830,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0GA07273,MCCORMICK,RICHARD DEAN DR.,,,,H,GA,07,,,,,,,,
SB23,C00391490,SB23.6832,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0GA08099,SCOTT,JAMES AUSTIN,,,,H,GA,08,,,,,,,,
SB23,C00391490,SB23.6834,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8ID01124,FULCHER,RUSSELL,,,,H,ID,01,,,,,,,,
SB23,C00391490,SB23.6836,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H6IL18088,LAHOOD,DARIN MCKAY,,,,H,IL,16,,,,,,,,
SB23,C00391490,SB23.6838,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0IL15129,MILLER,MARY,,,,H,IL,15,,,,,,,,
SB23,C00391490,SB23.6840,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8IN04199,BAIRD,JAMES R DR.,,,,H,IN,04,,,,,,,,
SB23,C00391490,SB23.6842,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H6IN09143,HOUCHIN,ERIN,,,,H,IN,09,,,,,,,,
SB23,C00391490,SB23.6844,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0IN05326,SPARTZ,VICTORIA,,,,H,IN,05,,,,,,,,
SB23,C00391490,SB23.6846,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0IA04145,FEENSTRA,RANDALL,,,,H,IA,04,,,,,,,,
SB23,C00391490,SB23.6848,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8KS04112,ESTES,RON,,,,H,KS,04,,,,,,,,
SB23,C00391490,SB23.6850,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0KS01123,MANN,TRACEY ROBERT,,,,H,KS,01,,,,,,,,
SB23,C00391490,SB23.6852,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0KY06104,BARR,GARLAND ANDY,,,,H,KY,06,,,,,,,,
SB23,C00391490,SB23.6854,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H6KY01110,COMER,JAMES,,,,H,KY,01,,,,,,,,
SB23,C00391490,SB23.6856,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2KY04121,MASSIE,THOMAS H.,,,,H,KY,04,,,,,,,,
SB23,C00391490,SB23.6858,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H6LA03148,HIGGINS,CLAY CAPTAIN,,,,H,LA,03,,,,,,,,
SB23,C00391490,SB23.6860,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2CA02076,JOHNSON,MICHAEL DAVID,,,,H,CA,02,,,,,,,,
SB23,C00391490,SB23.6862,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0LA01087,SCALISE,STEVE MR,,,,H,LA,01,,,,,,,,
SB23,C00391490,SB23.6864,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8MD01094,HARRIS,ANDREW P,,,,H,MD,01,,,,,,,,
SB23,C00391490,SB23.6866,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2MO07143,BURLISON,ERIC,,,,H,MO,07,,,,,,,,
SB23,C00391490,SB23.6868,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H4NC05146,FOXX,VIRGINIA ANN,,,,H,NC,05,,,,,,,,
SB23,C00391490,SB23.6870,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2NC08185,HUDSON,RICHARD L. JR.,,,,H,NC,09,,,,,,,,
SB23,C00391490,SB23.6872,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0NC03172,MURPHY,GREGORY FRANCIS DR.,,,,H,NC,03,,,,,,,,
SB23,C00391490,SB23.6874,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2NC07096,ROUZER,DAVID,,,,H,NC,07,,,,,,,,
SB23,C00391490,SB23.6876,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8OH12180,BALDERSON,WILLIAM TROY,,,,H,OH,12,,,,,,,,
SB23,C00391490,SB23.6878,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8OH18096,CAREY,MIKE,,,,H,OH,18,,,,,,,,
SB23,C00391490,SB23.6880,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H6OH08315,DAVIDSON,WARREN,,,,H,OH,08,,,,,,,,
SB23,C00391490,SB23.6882,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H6OH04082,JORDAN,JAMES D.,,,,H,OH,04,,,,,,,,
SB23,C00391490,SB23.6884,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8OH05036,LATTA,ROBERT EDWARD,,,,H,OH,05,,,,,,,,
SB23,C00391490,SB23.6886,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2OK02315,BRECHEEN,JOSH,,,,H,OK,02,,,,,,,,
SB23,C00391490,SB23.6888,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8OK01157,HERN,KEVIN,,,,H,OK,01,,,,,,,,
SB23,C00391490,SB23.6890,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0OR02127,BENTZ,CLIFF,,,,H,OR,02,,,,,,,,
SB23,C00391490,SB23.6892,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8PA13125,JOYCE,JOHN,,,,H,PA,13,,,,,,,,
SB23,C00391490,SB23.6894,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8PA10147,MEUSER,DANIEL,,,,H,PA,09,,,,,,,,
SB23,C00391490,SB23.6896,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2PA04135,PERRY,SCOTT,,,,H,PA,10,,,,,,,,
SB23,C00391490,SB23.6898,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H6PA16320,SMUCKER,LLOYD K.,,,,H,PA,11,,,,,,,,
SB23,C00391490,SB23.6900,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H6SC05111,NORMAN,RALPH W MR. JR,,,,H,SC,05,,,,,,,,
SB23,C00391490,SB23.6902,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8SC04250,TIMMONS,WILLIAM R IV,,,,H,SC,04,,,,,,,,
SB23,C00391490,SB23.6904,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2SC02059,WILSON,JOE THE HON.,,,,H,SC,02,,,,,,,,
SB23,C00391490,SB23.6906,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8SD01055,JOHNSON,DUSTY,,,,H,SD,01,,,,,,,,
SB23,C00391490,SB23.6908,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8TN02119,BURCHETT,TIM,,,,H,TN,02,,,,,,,,
SB23,C00391490,SB23.6910,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0TN04195,DESJARLAIS,SCOTT HON.,,,,H,TN,04,,,,,,,,
SB23,C00391490,SB23.6912,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8TN07076,GREEN,MARK DR.,,,,H,TN,07,,,,,,,,
SB23,C00391490,SB23.6914,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0TN01118,HARSHBARGER,DIANA,,,,H,TN,01,,,,,,,,
SB23,C00391490,SB23.6916,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2TN07103,KUSTOFF,DAVID,,,,H,TN,08,,,,,,,,
SB23,C00391490,SB23.6918,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2TN05446,OGLES,ANDY,,,,H,TN,05,,,,,,,,
SB23,C00391490,SB23.6920,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8TN06094,ROSE,JOHN W.,,,,H,TN,06,,,,,,,,
SB23,C00391490,SB23.6922,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H6TX19099,ARRINGTON,JODEY,,,,H,TX,19,,,,,,,,
SB23,C00391490,SB23.6924,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H6TX02079,BABIN,BRIAN,,,,H,TX,36,,,,,,,,
SB23,C00391490,SB23.6926,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8TX27049,CLOUD,MICHAEL,,,,H,TX,27,,,,,,,,
SB23,C00391490,SB23.6928,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8TX06266,ELLZEY,JOHN KEVIN SR.,,,,H,TX,06,,,,,,,,
SB23,C00391490,SB23.6930,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0TX04219,FALLON,PATRICK,,,,H,TX,04,,,,,,,,
SB23,C00391490,SB23.6932,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8TX05144,GOODEN,LANCE,,,,H,TX,05,,,,,,,,
SB23,C00391490,SB23.6934,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0TX07170,HUNT,WESLEY,,,,H,TX,38,,,,,,,,
SB23,C00391490,SB23.6936,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0TX13228,JACKSON,RONNY LYNN,,,,H,TX,13,,,,,,,,
SB23,C00391490,SB23.6938,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2TX08182,LUTTRELL,MORGAN JOE,,,,H,TX,08,,,,,,,,
SB23,C00391490,SB23.6940,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0TX22302,NEHLS,TROY,,,,H,TX,22,,,,,,,,
SB23,C00391490,SB23.6942,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0TX11230,PFLUGER,AUGUST LEE II,,,,H,TX,11,,,,,,,,
SB23,C00391490,SB23.6944,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8TX21307,ROY,CHIP,,,,H,TX,21,,,,,,,,
SB23,C00391490,SB23.6946,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2TX00064,SELF,KEITH ALAN,,,,H,TX,26,,,,,,,,
SB23,C00391490,SB23.6948,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2TX03126,SESSIONS,PETE,,,,H,TX,17,,,,,,,,
SB23,C00391490,SB23.6950,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0TX24209,VAN DUYNE,ELIZABETH ANN,,,,H,TX,24,,,,,,,,
SB23,C00391490,SB23.6952,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2TX14149,WEBER,RANDY,,,,H,TX,14,,,,,,,,
SB23,C00391490,SB23.6954,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2TX33040,WILLIAMS,ROGER,,,,H,TX,25,,,,,,,,
SB23,C00391490,SB23.6956,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0UT01205,MOORE,BLAKE,,,,H,UT,01,,,,,,,,
SB23,C00391490,SB23.6958,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0UT04076,OWENS,BURGESS,,,,H,UT,04,,,,,,,,
SB23,C00391490,SB23.6960,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8VA06104,CLINE,BENJAMIN LEE,,,,H,VA,06,,,,,,,,
SB23,C00391490,SB23.6962,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0VA09055,GRIFFITH,H MORGAN,,,,H,VA,09,,,,,,,,
SB23,C00391490,SB23.6964,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H8WV03097,MILLER,CAROL DEVINE,,,,H,WV,01,,,,,,,,
SB23,C00391490,SB23.6966,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0WI05113,FITZGERALD,SCOTT,,,,H,WI,05,,,,,,,,
SB23,C00391490,SB23.6968,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H4WI06048,GROTHMAN,GLENN S.,,,,H,WI,06,,,,,,,,
SB23,C00391490,SB23.6970,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H0WI07101,TIFFANY,TOM,,,,H,WI,07,,,,,,,,
SB23,C00391490,SB23.6972,,,ORG,business wire,,,,,,,,,,,G2024,,2024-10-22,6.04,,Press release,,,,H2WY00166,HAGEMAN,HARRIET,,,,H,WY,00,,,,,,,,
