form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00711929,SB21B.977219,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET,,NEW YORK CITY,NY,10285,,,2024-01-16,2669.19,,AMEX PAYMENT: SEE ITEMIZATION(S) IF REQUIRED
SB21B,C00711929,SB21B.977219.001,SB21B.977219,SB21B,ORG,CANVA,,,,,,3212 E CESAR CHAVEZ ST BUILDING 1,SUITE 1300,AUSTIN,TX,78702,,,2023-12-01,12.95,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.002,SB21B.977219,,ORG,ENFORMION INC.,,,,,,1915 21ST STREET,,SACRAMENTO,CA,95811,,,2023-12-05,53.30,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.003,SB21B.977219,,ORG,FEDEX,,,,,,942 S SHADY GROVE RD,,MEMPHIS,TN,38120,,,2023-12-20,30.68,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.004,SB21B.977219,,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2023-12-01,246.52,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.005,SB21B.977219,,ORG,GOOGLE,,,,,,1600 AMPHITHEATRE PKWY,,MOUNTAIN VIEW,CA,94043,,,2023-12-02,55.24,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.006,SB21B.977219,,ORG,HUNTER.IO,,,,,,1845 CALHOUN ROAD,,GREENWOOD,SC,29649,,,2023-12-14,52.06,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.007,SB21B.977219,,ORG,MAILMETEOR,,,,,,28 RUE ALBERT,,ALLEN,TX,75013,,,2023-12-13,49.98,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.008,SB21B.977219,,ORG,MARRIOT INTERNATIONAL,,,,,,7750 WISCONSIN AVE,,BETHESDA,MD,20814,,,2023-12-06,154.08,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.009,SB21B.977219,,ORG,PIRATE SHIP,,,,,,680 S CACHE ST,UNIT 100,JACKSON,WY,83001,,,2023-12-08,8.05,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.010,SB21B.977219,,ORG,PIRATE SHIP,,,,,,680 S CACHE ST,UNIT 100,JACKSON,WY,83001,,,2023-12-08,8.05,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.011,SB21B.977219,,ORG,PIRATE SHIP,,,,,,680 S CACHE ST,UNIT 100,JACKSON,WY,83001,,,2023-12-16,8.05,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.012,SB21B.977219,,ORG,PIRATE SHIP,,,,,,680 S CACHE ST,UNIT 100,JACKSON,WY,83001,,,2023-12-16,8.05,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.013,SB21B.977219,,ORG,PIRATE SHIP,,,,,,680 S CACHE ST,UNIT 100,JACKSON,WY,83001,,,2023-12-16,8.05,,POSTAGE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.014,SB21B.977219,,ORG,PRICELINE,,,,,,800 CONNECTICUT AVE,,NORWALK,CT,06854,,,2023-12-06,146.97,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.015,SB21B.977219,,ORG,SEARCHBUG INC.,,,,,,2101 LAS PALMAS DRIVE,SUITE E,CARLSBAD,CA,92011,,,2023-11-30,100.00,,SUBSCRIPTION,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.016,SB21B.977219,,ORG,SLYBROADCAST,,,,,,1 FANEUIL HALL MARKETPLACE,4TH FL,BOSTON,MA,02109,,,2023-12-02,60.00,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.017,SB21B.977219,,ORG,SQUARESPACE,,,,,,225 VARICK ST,#12TH,NEW YORK,NY,10014,,,2023-12-22,30.81,,WEB HOSTING,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.018,SB21B.977219,,ORG,TELNYX LLC,,,,,,311 W. SUPERIOR ST,SUITE 504,CHICAGO,IL,60654,,,2023-11-30,258.37,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.019,SB21B.977219,,ORG,TELNYX LLC,,,,,,311 W. SUPERIOR ST,SUITE 504,CHICAGO,IL,60654,,,2023-12-01,250.08,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.020,SB21B.977219,,ORG,TELNYX LLC,,,,,,311 W. SUPERIOR ST,SUITE 504,CHICAGO,IL,60654,,,2023-12-14,251.43,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.021,SB21B.977219,,ORG,TELNYX LLC,,,,,,311 W. SUPERIOR ST,SUITE 504,CHICAGO,IL,60654,,,2023-12-15,250.93,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.977219.022,SB21B.977219,,ORG,TELNYX LLC,,,,,,311 W. SUPERIOR ST,SUITE 504,CHICAGO,IL,60654,,,2023-12-17,250.82,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310,,,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET,,NEW YORK CITY,NY,10285,,,2024-02-14,4763.02,,AMEX PAYMENT: SEE ITEMIZATION(S) IF REQUIRED
SB21B,C00711929,SB21B.980310.001,SB21B.980310,SB21B,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DRIVE,,FORT WORTH,TX,76155,,,2024-01-20,77.41,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.002,SB21B.980310,SB21B,ORG,AMERICAN AIRLINES,,,,,,1 SKYVIEW DRIVE,,FORT WORTH,TX,76155,,,2024-01-20,611.60,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.003,SB21B.980310,SB21B,ORG,AMERICAN EXPRESS,,,,,,200 VESEY STREET,,NEW YORK CITY,NY,10285,,,2023-12-28,75.00,,CARD SERVICES/TRANSACTION FEES,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.004,SB21B.980310,SB21B,ORG,AVIS RENTAL CAR,,,,,,6 SYLVAN WAY,,PARSIPPANY,NJ,07054,,,2024-01-11,30.00,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.005,SB21B.980310,SB21B,ORG,AVIS RENTAL CAR,,,,,,6 SYLVAN WAY,,PARSIPPANY,NJ,07054,,,2024-01-23,72.50,,TRAVEL: CAR RENTAL,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.006,SB21B.980310,SB21B,ORG,CANVA,,,,,,3212 E CESAR CHAVEZ ST BUILDING 1,SUITE 1300,AUSTIN,TX,78702,,,2024-01-01,12.95,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.007,SB21B.980310,SB21B,ORG,DELTA AIRLINES,,,,,,1030 DELTA BLVD,,ATLANTA,GA,30354,,,2024-01-24,473.10,,TRAVEL: AIR,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.008,SB21B.980310,SB21B,ORG,ENFORMION INC.,,,,,,1915 21ST STREET,,SACRAMENTO,CA,95811,,,2024-01-01,0.65,,SOFTWARE,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.009,SB21B.980310,SB21B,ORG,FEDEX,,,,,,942 S SHADY GROVE RD,,MEMPHIS,TN,38120,,,2023-12-28,98.24,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.010,SB21B.980310,SB21B,ORG,FEDEX,,,,,,942 S SHADY GROVE RD,,MEMPHIS,TN,38120,,,2024-01-03,80.90,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.011,SB21B.980310,SB21B,ORG,FEDEX,,,,,,942 S SHADY GROVE RD,,MEMPHIS,TN,38120,,,2024-01-04,86.58,,DELIVERY SERVICES,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.012,SB21B.980310,SB21B,ORG,HILTON,,,,,,7930 JONES BRANCH DR,,MCLEAN,VA,22102,,,2024-01-25,254.97,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.013,SB21B.980310,SB21B,ORG,HOLISTO LTD,,,,,,177 W PUTNAM AVE,,GREENWICH,CT,06830,,,2024-01-26,205.00,,TRAVEL: LODGING,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.014,SB21B.980310,SB21B,ORG,HUNTER.IO,,,,,,1845 CALHOUN ROAD,,GREENWOOD,SC,29649,,,2024-01-14,52.06,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,,,,,,,X
SB21B,C00711929,SB21B.980310.015,SB21B.980310,SB21B,ORG,MAILMETEOR,,,,,,28 RUE ALBERT,,ALLEN,TX,75013,,,2024-01-13,49.98,,SOFTWARE SUBSCRIPTION,,,,,,,,,,,,,,,,,,,X
