form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00834077,SB.163,,,IND,,MERRILL,RIGDON,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.164,,,IND,,MILLER,ETHAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2083.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.165,,,IND,,MILLER,MARTIN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,4375.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.166,,,IND,,MILLER,MEGHAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3250.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.167,,,IND,,MONTANARO,ZACHARY,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3541.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.168,,,IND,,NOVAK,MILES,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3958.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.169,,,IND,,OLESON,JOSIAH,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3750.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.170,,,IND,,PAGE,RANDALL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,6000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.171,,,IND,,PAINTER,BRYSON,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.172,,,IND,,PARK,AARON,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,4000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.173,,,IND,,PITMAN,BRADLEY,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.174,,,IND,,ROSE,ROBERT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.175,,,IND,,SANCHEZ,TAYLOR,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3125.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.176,,,IND,,SCHABEN,ISAAC,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.177,,,IND,,SCHEID,SCOTT,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,6000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.178,,,IND,,SCHMIDT,TAYLOR,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2916.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.179,,,IND,,SEDORE,JOSHUA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.180,,,IND,,SIVER,PAUL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.181,,,IND,,SMALL,JARED,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,6875.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.182,,,IND,,STULL,SUSAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.183,,,IND,,SZYMANSKI,COLE,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2250.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.184,,,IND,,SZYMANSKI,JESSICA,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,5000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.185,,,IND,,TABLER,JACOB,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2958.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.186,,,IND,,TANSEY,NICHOLAS,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.187,,,IND,,TELOMA,MARCEL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.188,,,IND,,TURNER,NATHANIEL,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.189,,,IND,,VASQUEZ,DAVID,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,5000.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.190,,,IND,,WALLACE,KATHERINE,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,3125.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.193,,,IND,,WEICHMANN,LARS,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.191,,,IND,,WESTFALL,CHRISTOPHER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2708.33,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.192,,,IND,,WHEELER,CLAUDE,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.194,,,IND,,WIER,SIDNEY,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,2291.67,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.195,,,IND,,WIGGINS,JORDAN,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,13125.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.196,,,IND,,WILSON,CHRISTOPHER,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,7500.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.197,,,IND,,WOLKING,MATTHEW,,,,PO BOX 672888,,MARIETTA,GA,30006,,,2024-01-12,8125.00,,PAYROLL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.11,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-12,50.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.431,,,ORG,PREMIERE TRANSPORTATION,,,,,,522 WILSON RUN,,BRENTWOOD,TN,37027,,,2024-01-12,71492.00,,TRANSPORTATION SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB21B.402,,,CCM,FRIENDS OF TRACI KOSTER PC,,,,,,1509 E 9TH AVENUE,,TAMPA,FL,336053711,,,2024-01-13,2254.50,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: TRAVEL
SB21B,C00834077,SB21B.416,,,CCM,FRIENDS OF LAUREN MELO,,,,,,1103 HAYS STREET,,TALLAHASSEE,FL,323012631,,,2024-01-13,4647.40,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: TRAVEL
SB21B,C00834077,SB21B.417,,,CCM,FRIENDS OF JENNIFER CANADY,,,,,,1103 HAYS STREET,,TALLAHASSEE,FL,323012631,,,2024-01-13,3223.53,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: TRAVEL
SB21B,C00834077,SB21B.418,,,CCM,JOHN SNYDER FOR FLORIDA,,,,,,1103 HAYS STREET,,TALLAHASSEE,FL,323012631,,,2024-01-14,1600.06,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: TRAVEL
SB21B,C00834077,SB21B.419,,,CCM,FRIENDS OF JONATHAN MARTIN,,,,,,1103 HAYS STREET,,TALLAHASSEE,FL,323012631,,,2024-01-15,627.60,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: TRAVEL
SB21B,C00834077,SB.435,,,ORG,ADVANCED AVIATION TEAM,,,,,,4201 WILSON BLVD3RD FLOOR,,ARLINGTON,VA,22203,,,2024-01-15,17465.82,,TRAVEL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.78,,,ORG,ELECTION CONNECTIONS.COM INC.,,,,,,PO BOX 10866,,TALLAHASSEE,FL,32302,,,2024-01-15,2795.54,,EVENT COMMUNICATIONS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB21B.405,,,PTY,KEEP FLORIDA MOVING FORWARD,,,,,,"115 E PARK AVENUE, SUITE 1",,TALLAHASSEE,FL,323017701,,,2024-01-15,985.65,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: TRAVEL
SB21B,C00834077,SB.44,,,ORG,"ANEDOT, INC.",,,,,,1340 POYDRAS STREET SUITE 1770,,NEW ORLEANS,LA,70112,,,2024-01-16,180.96,,CREDIT CARD MERCHANT FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.12,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-16,50.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.441,,,ORG,HTC,,,,,,PO BOX 1819,,CONWAY,SC,29528,,,2024-01-16,123.12,,UTILITIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB21B.420,,,PTY,HEAVENS TO OCEANS,,,,,,1103 HAYS STREET,,TALLAHASSEE,FL,323012631,,,2024-01-16,2474.44,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: TRAVEL
SB21B,C00834077,SB.421,,,ORG,"ADVANTAGE, INC.",,,,,,9420 BONITA BEACH ROAD SE SUITE 20,,BONITA SPRINGS,FL,34135,,,2024-01-17,3299.30,,TELE-TOWNHALL SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.355,,,IND,,SEMANKO,NORMAN,,,,1112 W MAIN ST #306,,BOISE,ID,83702,,,2024-01-18,2580.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.400,,,ORG,AZ MEDIA INC,,,,,,23335 N 18TH DRIVE STE 108,,PHOENIX,AZ,85027,,,2024-01-18,35494.15,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.401,,,ORG,AZ MEDIA INC,,,,,,23335 N 18TH DRIVE STE 108,,PHOENIX,AZ,85027,,,2024-01-18,7603.91,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.439,,,ORG,BLITZ CANVASSING,,,,,,7600 EASTMAN AVENUESUITE 405,,DENVER,CO,80231,,,2024-01-18,1059.11,,TRAVEL/FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.58,,,ORG,BUTLER CONSULTING LLC,,,,,,319 DEER CREEK LAKESIDE WAY,,DEERFIELD BEACH,FL,33442,,,2024-01-18,8000.00,,DIRECT MAIL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.13,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-18,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.424,,,ORG,ELAN EVENT STUDIO LLC,,,,,,505 S MELVILLE AVE,,TAMPA,FL,33606,,,2024-01-18,73149.45,,TRANSPORTATION MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.351,,,ORG,GRIFFIN COMMUNICATIONS LLC,,,,,,151 ATWATER COVE,,AUSTIN,TX,78737,,,2024-01-18,4064.52,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.352,,,ORG,HIGHLINE COMMUNICATIONS,,,,,,15105 SWEET PLACE,,CHARLESTON,SC,29492,,,2024-01-18,12000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.353,,,ORG,J. WARREN TOMPKINS INC.,,,,,,PO BOX 11458,,COLUMBIA,SC,29211,,,2024-01-18,12000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.354,,,ORG,"MARTIN & BLAINE, THE DIFFERENTIATORS LLC",,,,,,P.O. BOX 17623,,RALEIGH,NC,27619,,,2024-01-18,12500.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.356,,,ORG,PRAIRIEROOTS STRATEGIES,,,,,,809 WHEELER STSTE 110 #378,,AMES,IA,50010,,,2024-01-18,10000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.399,,,ORG,PRODUCTION SUPPORT SERVICES INC.,,,,,,PO BOX 681,,ANKENY,IA,50021,,,2024-01-18,15131.93,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.69,,,ORG,STEVE COOK SOUND,,,,,,2860 INDEPENDENCE ROAD UNIT 1,,IOWA CITY,IA,52240,,,2024-01-18,55775.00,,EQUIPMENT RENTAL/STAGING/LIGHTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.103,,,ORG,STRATEGUS PLLC,,,,,,1001 S MAIN ST STE 49,,KALISPELL,MT,59901,,,2024-01-18,19036.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.113,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-18,178000.00,,MEDIA PRODUCTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.114,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-18,113500.00,,MEDIA PRODUCTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.57,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-18,35000.00,,DIGITAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.79,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-18,40000.00,,EVENT COMMUNICATIONS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.80,,,ORG,TAG LLC,,,,,,PO BOX 1243,,ALEXANDRIA,VA,22313,,,2024-01-18,60000.00,,EVENT COMMUNICATIONS,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.357,,,ORG,"VALIDUS, LLC",,,,,,350 WINNETKA AVENUE,,WINNETKA,IL,60093,,,2024-01-18,11708.56,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.14,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-19,150.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.104,,,ORG,HOLTZMAN VOGEL,,,,,,15405 JOHN MARSHALL HIGHWAY,,HAYMARKET,VA,20169,,,2024-01-19,20000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.446,,,ORG,THE GRASS WAGON LLC,,,,,,110 S 29TH STREET,,COUNCIL BLUFFS,IA,51501,,,2024-01-19,2000.00,,VENUE RENTAL,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB21B.415,,,CCM,FRIENDS OF LINDA CHANEY,,,,,,2055 NW DIAMOND CREEK WAY,,JENSEN BEACH,FL,349574427,,,2024-01-22,1380.30,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: TRAVEL
SB21B,C00834077,SB.407,,,ORG,"INTUIT, INC.",,,,,,2700 COAST AVENUE,,MOUNTAIN VIEW,CA,94043,,,2024-01-22,95.94,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.369,,,IND,,RICHARDS,DEBORAH,,,,335 CHESTER TURNPIKE,,AUBURN,NH,03032,,,2024-01-23,2280.00,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.15,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-23,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB21B.403,,,PTY,FLORIDA REPUBLICAN SENATORIAL CAMPAIGN COMMITTEE,,,,,,P.O. BOX 471,,TALLAHASSEE,FL,323020471,,,2024-01-24,47154.00,,IN-KIND CONTRIBUTION,,,,,,,,,,,,,  ,,,,,,,IN-KIND: TRAVEL
SB21B,C00834077,SB.16,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-25,25.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.49,,,ORG,CMDI,,,,,,1593 SPRING HILL ROAD STE 400,,TYSONS CORNER,VA,22182,,,2024-01-25,500.00,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.425,,,ORG,ELAN EVENT STUDIO LLC,,,,,,505 S MELVILLE AVE,,TAMPA,FL,33606,,,2024-01-25,8091.48,,TRANSPORTATION MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.370,,,IND,,ASPROGIANNIS,GEORGE,,,,7 SHAKESPEARE ROAD,,ROCHESTER,NH,03839,,,2024-01-29,1800.00,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.17,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-29,75.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.426,,,ORG,ELAN EVENT STUDIO LLC,,,,,,505 S MELVILLE AVE,,TAMPA,FL,33606,,,2024-01-29,332014.37,,TRANSPORTATION MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.358,,,IND,,AIKEN,SUSAN,,,,158 SHIPYARD CIRCLE,,ANDERSON,SC,29611,,,2024-01-30,3000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.55,,,IND,,COOLEY,LAUREN,,,,101 BRINY AVEN 2702,,POMPANO BEACH,FL,33062,,,2024-01-30,1190.00,,DELEGATE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.360,,,IND,,OSBORNE,JASON,,,,65 MINER ROAD,,AUBURN,NH,03032,,,2024-01-30,10000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.361,,,ORG,23 HD Strategies LLC,,,,,,337 Kendall Road,,Teaksbury,MA,01876,,,2024-01-30,3133.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.105,,,ORG,2652 GROUP LLC,,,,,,P.O. BOX 26141,,ALEXANDRIA,VA,22313,,,2024-01-30,15000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.388,,,ORG,4G INVESTMENTS LLC,,,,,,PO BOX 1967,,SUMMERVILLE,SC,29484,,,2024-01-30,2500.00,,RENT/UTILITIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.359,,,ORG,ADAMANTINE ALLIANCE,,,,,,2607 WOODRUFF ROADSUITE E #115,,SIMPSONVILLE,SC,29681,,,2024-01-30,2000.00,,POLITICAL STRATEGY CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.402,,,ORG,AZ MEDIA INC,,,,,,23335 N 18TH DRIVE STE 108,,PHOENIX,AZ,85027,,,2024-01-30,14487.94,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.403,,,ORG,AZ MEDIA INC,,,,,,23335 N 18TH DRIVE STE 108,,PHOENIX,AZ,85027,,,2024-01-30,7000.00,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.404,,,ORG,AZ MEDIA INC,,,,,,23335 N 18TH DRIVE STE 108,,PHOENIX,AZ,85027,,,2024-01-30,8400.00,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.405,,,ORG,AZ MEDIA INC,,,,,,23335 N 18TH DRIVE STE 108,,PHOENIX,AZ,85027,,,2024-01-30,9540.05,,STAGING/LIGHTING/EQUIPMENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.112,,,ORG,BEST GUEST MEDIA,,,,,,PO BOX 3034,,WAYNE,NJ,07474,,,2024-01-30,7500.00,,MEDIA CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.371,,,ORG,BIGGEST LITTLE INVESTMENTS L.P.,,,,,,"3652 S. VIRGINIA STREET, STE C7",,RENO,NV,89502,,,2024-01-30,4500.00,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.440,,,ORG,BLITZ CANVASSING,,,,,,7600 EASTMAN AVENUESUITE 405,,DENVER,CO,80231,,,2024-01-30,6110.65,,TRAVEL/FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.372,,,ORG,BROADWAY PLAZA LLC,,,,,,2840 S. 123RD COURT,,OMAHA,NE,68144,,,2024-01-30,2743.20,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.50,,,ORG,CAMPAIGN VAULT SOLUTIONS,,,,,,1309 COFFEEN AVENUE STE 1200,,SHERIDAN,WY,82801,,,2024-01-30,3464.21,,DATABASE MANAGEMENT SERVICE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.18,,,ORG,"CHAIN BRIDGE BANK, N.A.",,,,,,1445A LAUGHLIN AVENUE,,MCLEAN,VA,22101,,,2024-01-30,250.00,,BANK FEE,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.376,,,ORG,COLLIERS INTERNATIONAL SC,,,,,,PO BOX 11610,,COLUMBIA,SC,29211,,,2024-01-30,6380.00,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.373,,,ORG,DAVEN AVALAIR HOLDINGS LLC,,,,,,411 BOULEVARD OF THE AMERICASSUIT,,LAKEWOOD,NJ,08701,,,2024-01-30,64.20,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.374,,,ORG,DIAMOND CREEK LLC,,,,,,1635 RIDGE ROAD,,IOWA CITY,IA,52245,,,2024-01-30,2000.00,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.1,,,ORG,GOLDEN GOOSE STRATEGIES,,,,,,1125 ALDEN ROAD,,ALEXANDRIA,VA,22308,,,2024-01-30,5189.98,,EVENT MANAGEMENT SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.2,,,ORG,GOLDEN GOOSE STRATEGIES,,,,,,1125 ALDEN ROAD,,ALEXANDRIA,VA,22308,,,2024-01-30,26813.50,,EVENT MANAGEMENT SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.106,,,ORG,HOLTZMAN VOGEL,,,,,,15405 JOHN MARSHALL HIGHWAY,,HAYMARKET,VA,20169,,,2024-01-30,10000.00,,LEGAL CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.98,,,ORG,ICSI,,,,,,1612 MCGUCKIAN STREET STE 200,,ANNAPOLIS,MD,21401,,,2024-01-30,14681.80,,IT SERVICES/WEB SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.99,,,ORG,ICSI,,,,,,1612 MCGUCKIAN STREET STE 200,,ANNAPOLIS,MD,21401,,,2024-01-30,2700.00,,IT SERVICES/WEB SERVICES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.377,,,ORG,INOP ACQUISITIONS LLC,,,,,,340 INTERSTATE NORTH PKWY SE,,ATLANTA,GA,30339,,,2024-01-30,23580.07,,RENT,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.110,,,ORG,MADISON MCQUEEN LLC,,,,,,133 SHELDON STREET,,EL SEGUNDO,CA,90245,,,2024-01-30,100000.00,,MEDIA CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.387,,,ORG,MARY BARTSAS 3 LLC,,,,,,10181 PARK RUN DRIVESUITE #200,,LAS VEGAS,NV,89145,,,2024-01-30,9479.27,,RENT/UTILITIES,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.54,,,ORG,NBYTE STUDIO LLC,,,,,,750 PINETREE ROAD,,WINTER PARK,FL,32789,,,2024-01-30,8000.00,,DELEGATE CONSULTING,,,,,,,,,,,,,  ,,,,,,,
SB21B,C00834077,SB.442,,,ORG,NEVADA ENERGY,,,,,,6226 WEST SAHARA AVE,,LAS VEGAS,NV,89151,,,2024-01-30,94.66,,UTILITIES,,,,,,,,,,,,,  ,,,,,,,
