form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00834077,SB.620,,SB21B,ORG,EZCATER,,,,,,40 WATER STREET,,BOSTON,MA,02109,,,2024-01-02,425.65,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.623,,SB21B,ORG,EZCATER,,,,,,40 WATER STREET,,BOSTON,MA,02109,,,2024-01-02,225.09,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.624,,SB21B,ORG,EZCATER,,,,,,40 WATER STREET,,BOSTON,MA,02109,,,2024-01-02,462.90,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.633,,SB21B,ORG,EZCATER,,,,,,40 WATER STREET,,BOSTON,MA,02109,,,2024-01-02,323.89,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.641,,SB21B,ORG,EZCATER,,,,,,40 WATER STREET,,BOSTON,MA,02109,,,2024-01-02,186.01,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.643,,SB21B,ORG,EZCATER,,,,,,40 WATER STREET,,BOSTON,MA,02109,,,2024-01-02,143.75,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.457,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,307.95,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.458,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,801.40,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.460,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,1178.73,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.461,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,36.92,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.462,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,36.92,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.475,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,11.10,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.476,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,152.04,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.488,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,227.77,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.491,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,36.92,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.497,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,5.87,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.526,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,273.62,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.528,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,321.92,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.530,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,38.02,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.540,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,36.92,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.555,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,418.04,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.557,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,73.83,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.571,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,45.44,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.578,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,788.04,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.593,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,36.92,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.603,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,73.83,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.610,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,25.78,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.611,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,73.83,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.615,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,73.83,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.632,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,36.92,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.653,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,831.99,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.655,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,18.99,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.656,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,73.83,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.663,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,20.08,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.665,,SB21B,ORG,FEDEX,,,,,,3875 AIRWAYS BLVD,,MEMPHIS,TN,38116,,,2024-01-02,332.24,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.463,,SB21B,ORG,FITSNEWS.COM,,,,,,145 COLDSTREAM DRIVE,,COLUMBIA,SC,29212,,,2024-01-02,8.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.606,,SB21B,ORG,FLOWERS BY LEGACY,,,,,,820 DAVIS STREET,,EVANSTON,IL,60201,,,2024-01-02,-120.25,,CREDIT-FLOWERS,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.642,,SB21B,ORG,FLOWERS BY LEGACY,,,,,,820 DAVIS STREET,,EVANSTON,IL,60201,,,2024-01-02,120.25,,FLOWERS,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.562,,SB21B,ORG,GARDEN & GUN CLUB,,,,,,2605 CIRCLE 75 PKWY #410,,ATLANTA,GA,30339,,,2024-01-02,2181.43,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.565,,SB21B,ORG,GILL HAULING INC,,,,,,1364 HWY 20,,JACKSON,NE,68743,,,2024-01-02,325.00,,MOVING SERVICES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.667,,SB21B,ORG,GRABIEN,,,,,,PO BOX 7502,,ALEXANDRIA,VA,22307,,,2024-01-02,1100.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.669,,SB21B,ORG,INFOMAX OFFICE SYSTEMS INC.,,,,,,1010 ILLINOIS ST,,DES MOINES,IA,50314,,,2024-01-02,1087.15,,OFFICE EQUIPMENT,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.450,,SB21B,ORG,JETHRO'S BBQ,,,,,,1480 22ND STREET,,WEST DES MOINES,IA,50321,,,2024-01-02,691.59,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.459,,SB21B,ORG,KILLINGTON'S,,,,,,940 MARKET STREET,,FORT MILL,SC,29708,,,2024-01-02,501.98,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.592,,SB21B,ORG,KILLINGTON'S,,,,,,940 MARKET STREET,,FORT MILL,SC,29708,,,2024-01-02,150.00,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.558,,SB21B,ORG,MAKE A WISH,,,,,,1702 EAST,,PHOENIX,AZ,85016,,,2024-01-02,105.00,,DONATION,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.605,,SB21B,ORG,MCDONALD'S,,,,,,124B INDIAN ROCK,,WINDHAM,NH,03087,,,2024-01-02,4.19,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.574,,SB21B,ORG,MEDIACOM CABLE,,,,,,2205 INGERSOLL AVENUE,,DES MOINES,IA,50312,,,2024-01-02,150.00,,UTILITIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.581,,SB21B,ORG,MEDIACOM CABLE,,,,,,2205 INGERSOLL AVENUE,,DES MOINES,IA,50312,,,2024-01-02,249.99,,UTILITIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.647,,SB21B,ORG,MEDIACOM CABLE,,,,,,2205 INGERSOLL AVENUE,,DES MOINES,IA,50312,,,2024-01-02,150.00,,UTILITIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.648,,SB21B,ORG,MID AMERICAN ENERGY,,,,,,4858 NE 17TH CT,,DES MOINES,IA,50313,,,2024-01-02,44.05,,UTILITIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.492,,SB21B,ORG,MIRO,,,,,,535 MISSION ST,,SAN FRANCISCO,CA,94105,,,2024-01-02,40.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.630,,SB21B,ORG,NEVADA ENERGY,,,,,,6226 WEST SAHARA AVE,,LAS VEGAS,NV,89151,,,2024-01-02,219.38,,UTILITIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.635,,SB21B,ORG,NEVADA ENERGY,,,,,,6226 WEST SAHARA AVE,,LAS VEGAS,NV,89151,,,2024-01-02,166.74,,UTILITIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.510,,SB21B,ORG,NEXTIVA,,,,,,9451 EAST VIA DE VENTURA,,SCOTTSDALE,AZ,85256,,,2024-01-02,153.64,,TELEPHONE SERVICE,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.621,,SB21B,ORG,NORTHERN LIGHTS PIZZA,,,,,,6750 WESTOWN,,WEST DES MOINES,IA,50266,,,2024-01-02,102.05,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.640,,SB21B,ORG,NY TIMES,,,,,,620 EIGHTH AVENUE,,NEW YORK,NY,10018,,,2024-01-02,4.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.567,,SB21B,ORG,OFFICE DEPOT,,,,,,2500 MILL CENTER PARKWAY,,BUFORD,GA,30518,,,2024-01-02,133.07,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.639,,SB21B,ORG,OLIVE & COCOA,,,,,,6345 W 300 S,,SALT LAKE CITY,UT,84104,,,2024-01-02,1195.19,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.536,,SB21B,ORG,OTTER.AI,,,,,,800 WEST EL CAMIO REAL,,MOUNTAIN VIEW,CA,94040,,,2024-01-02,120.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.602,,SB21B,ORG,PALMETTO GUN SHOWS,,,,,,144 BROWNING CT,,LEXINGTON,SC,29073,,,2024-01-02,65.00,,EVENT TICKETS,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.657,,SB21B,ORG,PAPA JOHN'S SIOUX CITY,,,,,,2400 HAMILTON,,SIOUX CITY,IA,51104,,,2024-01-02,414.41,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.502,,SB21B,ORG,PRIMO WATER,,,,,,200 EAGLES LANDING BLVD,,LAKELAND,FL,33810,,,2024-01-02,81.38,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.618,,SB21B,ORG,PRIMO WATER,,,,,,200 EAGLES LANDING BLVD,,LAKELAND,FL,33810,,,2024-01-02,7.63,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.614,,SB21B,ORG,RON JON'S SPORTS BAR,,,,,,3218 WACCAMAW BLVD UNIT B,,MYRTLE BEACH,SC,29579,,,2024-01-02,520.00,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.451,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,118.08,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.473,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,1173.34,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.485,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,193.33,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.504,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,148.81,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.523,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,154.06,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.524,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,154.13,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.525,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,23.88,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.545,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,149.24,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.577,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,200.08,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.646,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,71.62,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.650,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,80.62,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.660,,SB21B,ORG,SAM'S CLUB,,,,,,2101 SOUTHEAST SIMPLE SAVINGS DR,,BENTONVILLE,AR,72712,,,2024-01-02,196.78,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.649,,SB21B,ORG,SEVEN WEEKS COFFEE,,,,,,44108 SAXONY TERRACE,,ASHBURN,VA,20147,,,2024-01-02,73.28,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.454,,SB21B,ORG,STAPLES,,,,,,125 MUSHROOM,,ROCHESTER,NY,14623,,,2024-01-02,197.82,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.456,,SB21B,ORG,STAPLES,,,,,,125 MUSHROOM,,ROCHESTER,NY,14623,,,2024-01-02,53.92,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.486,,SB21B,ORG,STAPLES,,,,,,125 MUSHROOM,,ROCHESTER,NY,14623,,,2024-01-02,42.39,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.512,,SB21B,ORG,STAPLES,,,,,,125 MUSHROOM,,ROCHESTER,NY,14623,,,2024-01-02,57.94,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.570,,SB21B,ORG,STAPLES,,,,,,125 MUSHROOM,,ROCHESTER,NY,14623,,,2024-01-02,113.57,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.582,,SB21B,ORG,STAPLES,,,,,,125 MUSHROOM,,ROCHESTER,NY,14623,,,2024-01-02,37.09,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.651,,SB21B,ORG,STAPLES,,,,,,125 MUSHROOM,,ROCHESTER,NY,14623,,,2024-01-02,51.67,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.664,,SB21B,ORG,SUMMERVILLE COUNTRY CLUB,,,,,,103 BUNKER CT,,SUMMERVILLE,SC,29483,,,2024-01-02,611.03,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.668,,SB21B,ORG,THE HOME DEPOT,,,,,,2455 PACES FERRY RD,,ATLANTA,GA,30339,,,2024-01-02,316.94,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.501,,SB21B,ORG,THE KNOT,,,,,,"2 WISCONSIN CIRCLE, 3RD FLOOR",,CHEVY CHASE,MD,20815,,,2024-01-02,256.25,,GIFT,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.521,,SB21B,ORG,THE SHREDDER,,,,,,1000 THOMAS BECK RD,,DES MOINES,IA,50315,,,2024-01-02,48.00,,MOVING SERVICES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.575,,SB21B,ORG,THE SHREDDER,,,,,,1000 THOMAS BECK RD,,DES MOINES,IA,50315,,,2024-01-02,48.00,,MOVING SERVICES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.541,,SB21B,ORG,THE WASHINGTON POST,,,,,,1301 K STREET NW,,WASHINGTON,DC,20005,,,2024-01-02,4.00,,SUBSCRIPTION,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.449,,SB21B,ORG,THE WORKS CAFE,,,,,,42 NORTH MAIN STREET,,CONCORD,NH,03301,,,2024-01-02,157.62,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.556,,SB21B,ORG,TMOBILE,,,,,,PO BOX 37380,,ALBUQUERQUE,NM,87176,,,2024-01-02,51.40,,TELEPHONE SERVICE,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.662,,SB21B,ORG,TRACFONE WIRELESS,,,,,,9700 NW 112TH AVENUE,,MIAMI,FL,33178,,,2024-01-02,16.49,,TELEPHONE SERVICE,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.607,,SB21B,ORG,TUSCAN MARKET,,,,,,9 VIA TOSCANA,,SALEM,NH,03079,,,2024-01-02,60.00,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.608,,SB21B,ORG,TUSCAN MARKET,,,,,,9 VIA TOSCANA,,SALEM,NH,03079,,,2024-01-02,272.36,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.609,,SB21B,ORG,TUSCAN MARKET,,,,,,9 VIA TOSCANA,,SALEM,NH,03079,,,2024-01-02,3.20,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.467,,SB21B,ORG,U-HAUL,,,,,,1204 SOUTH EAST 16TH CT,,ANKENY,IA,50021,,,2024-01-02,20.45,,MOVING SERVICES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.482,,SB21B,ORG,U-HAUL,,,,,,1204 SOUTH EAST 16TH CT,,ANKENY,IA,50021,,,2024-01-02,85.04,,MOVING SERVICES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.503,,SB21B,ORG,U-HAUL,,,,,,1204 SOUTH EAST 16TH CT,,ANKENY,IA,50021,,,2024-01-02,188.32,,MOVING SERVICES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.500,,SB21B,ORG,UBER EATS,,,,,,1455 MARKET ST. STE 400,,SAN FRANCISCO,CA,94103,,,2024-01-02,71.04,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.658,,SB21B,ORG,UBER EATS,,,,,,1455 MARKET ST. STE 400,,SAN FRANCISCO,CA,94103,,,2024-01-02,90.41,,FOOD/BEVERAGES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.604,,SB21B,ORG,ULINE,,,,,,12575 ULINE DRIVE,,PLEASANT PRAIRIE,WI,53158,,,2024-01-02,1464.51,,OFFICE SUPPLIES,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.469,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,65.34,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.489,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,52.48,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.490,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,123.89,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.493,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,58.79,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.494,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,84.99,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.495,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,59.03,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.496,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,182.60,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.505,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,98.01,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.507,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,15.95,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
SB21B,C00834077,SB.515,,SB21B,ORG,USPS.COM,,,,,,"2000 14TH STREET NW, STE 104",,WASHINGTON,DC,20009,,,2024-01-02,517.37,,SHIPPING,,,,,,,,,,,,,  ,,,,,,X,SB.45
