form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00320432,D1-008i24,,,ORG,AT&T,,,,,,5301 Wisconsin Ave NW,,Washington,DC,20016,,,2023-01-17,54.61,0.00,Phone,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D2-008i24,,,ORG,AT&T,,,,,,5301 Wisconsin Ave NW,,Washington,DC,20016,,,2023-02-16,53.72,0.00,Phone,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D3-008i24,,,ORG,AT&T,,,,,,5301 Wisconsin Ave NW,,Washington,DC,20016,,,2023-03-19,96.33,0.00,Phone,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D4-008i24,,,ORG,AT&T,,,,,,5301 Wisconsin Ave NW,,Washington,DC,20016,,,2023-04-20,60.48,0.00,Phone,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D5-008i24,,,ORG,AT&T,,,,,,5301 Wisconsin Ave NW,,Washington,DC,20016,,,2023-05-23,122.70,0.00,Phone,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D6-008i24,,,ORG,AT&T,,,,,,5301 Wisconsin Ave NW,,Washington,DC,20016,,,2023-06-23,60.48,0.00,Phone,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D16-00AT03,,,ORG,Capital Grille,,,,,,5310 Western Ave,,Chevy Chase,MD,20815,,,2023-02-03,101.92,0.00,Business lunch,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D17-00AT03,,,ORG,Capital Grille,,,,,,5310 Western Ave,,Chevy Chase,MD,20815,,,2023-02-05,101.92,0.00,Coommittee lunch,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D18-00HZ01,,,ORG,Courtyard Marriott Hotel,,,,,,866 3rd Ave,,New York,NY,20033,,,2023-01-30,214.64,0.00,Accomodations,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D20-00Hd01,,,ORG,Europa Hotel,,,,,,"Belfast, Northern Ireland",,,,,,,2023-04-17,989.81,0.00,Good Friday Agreement Con,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D21-00He01,,,ORG,Expedia,,,,,,1111 Expedia Group Way,,Seattle,WA,98119,,,2023-06-03,412.48,0.00,Travel,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D32-007n05,,,ORG,La Ferme Restaurant,,,,,,Brookville Road,,Chevy Chase,MD,20825,,,2023-01-06,334.97,0.00,Donors dinner,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D33-00Hb01,,,ORG,Lobster Pot,,,,,,99 Ballsbridge Road,,"Dublin, Ireland",,,,,2023-02-24,359.98,0.00,Democrats Abroad Meal,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D35-00Hf01,,,ORG,Marriott Renaissance,,,,,,Rue Parnasse,"Brussel, Belgium",,,,,,2023-06-12,578.88,0.00,GFA Conference,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D46-00FR0A,,,ORG,United Airlines,,,,,,233 S Wacker Drive,,Chicago,IL,60606,,,2023-02-28,1364.95,0.00,Travel,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D47-003527,,,ORG,Verizon,,,,,,P. O. Box 646,,C. & P. Telephone Co,MD,21265,,,2023-01-25,161.27,0.00,Internet,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D48-003527,,,ORG,Verizon,,,,,,P. O. Box 646,,C. & P. Telephone Co,MD,21265,,,2023-02-28,163.27,0.00,Internet,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D49-003527,,,ORG,Verizon,,,,,,P. O. Box 646,,C. & P. Telephone Co,MD,21265,,,2023-04-27,163.27,0.00,Internet,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D50-003527,,,ORG,Verizon,,,,,,P. O. Box 646,,C. & P. Telephone Co,MD,21265,,,2023-05-23,162.42,0.00,Internet,,,,,,,,,,,,,,,,,,,,,         
SB21B,C00320432,D51-003527,,,ORG,Verizon,,,,,,P. O. Box 646,,C. & P. Telephone Co,MD,21265,,,2023-06-26,162.46,0.00,Internet,,,,,,,,,,,,,,,,,,,,,         
